Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Weighted	4	XGBClassifier	CDDD	Unknown	ROC AUC	0.62214
Weighted	4	XGBClassifier	CDDD	Low	ROC AUC	0.60514
Weighted	4	XGBClassifier	CDDD	High	ROC AUC	0.60074
Unweighted	4	XGBClassifier	CDDD	Average	ROC AUC	0.60245
Unweighted	4	XGBClassifier	CDDD	Unknown	ROC AUC	0.60532
Unweighted	4	XGBClassifier	CDDD	Low	ROC AUC	0.59234
Unweighted	4	XGBClassifier	CDDD	High	ROC AUC	0.60906
Weighted	0	LogisticRegression	RDKit	Low	ROC AUC	0.59487
Weighted	0	LogisticRegression	RDKit	Average	ROC AUC	0.59501
Weighted	0	LogisticRegression	RDKit	Unknown	ROC AUC	0.55581
Weighted	0	LogisticRegression	RDKit	High	ROC AUC	0.57067
Unweighted	0	LogisticRegression	RDKit	Low	ROC AUC	0.58176
Unweighted	0	LogisticRegression	RDKit	Average	ROC AUC	0.59025
Unweighted	0	LogisticRegression	RDKit	Unknown	ROC AUC	0.5516
Unweighted	0	LogisticRegression	RDKit	High	ROC AUC	0.58561
Weighted	1	LogisticRegression	RDKit	High	ROC AUC	0.5659
Weighted	1	LogisticRegression	RDKit	Average	ROC AUC	0.54645
Weighted	1	LogisticRegression	RDKit	Low	ROC AUC	0.58144
Weighted	1	LogisticRegression	RDKit	Unknown	ROC AUC	0.53218
Unweighted	1	LogisticRegression	RDKit	High	ROC AUC	0.54383
Unweighted	1	LogisticRegression	RDKit	Average	ROC AUC	0.5294
Unweighted	1	LogisticRegression	RDKit	Low	ROC AUC	0.57216
Unweighted	1	LogisticRegression	RDKit	Unknown	ROC AUC	0.54027
Weighted	2	LogisticRegression	RDKit	High	ROC AUC	0.48067
Weighted	2	LogisticRegression	RDKit	Low	ROC AUC	0.50908
Weighted	2	LogisticRegression	RDKit	Unknown	ROC AUC	0.56768
Weighted	2	LogisticRegression	RDKit	Average	ROC AUC	0.46869
Unweighted	2	LogisticRegression	RDKit	High	ROC AUC	0.51128
Unweighted	2	LogisticRegression	RDKit	Low	ROC AUC	0.54096
Unweighted	2	LogisticRegression	RDKit	Unknown	ROC AUC	0.58641
Unweighted	2	LogisticRegression	RDKit	Average	ROC AUC	0.48998
Weighted	3	LogisticRegression	RDKit	Low	ROC AUC	0.57302
Weighted	3	LogisticRegression	RDKit	Average	ROC AUC	0.5726
Weighted	3	LogisticRegression	RDKit	High	ROC AUC	0.55387
Weighted	3	LogisticRegression	RDKit	Unknown	ROC AUC	0.54468
Unweighted	3	LogisticRegression	RDKit	Low	ROC AUC	0.57105
Unweighted	3	LogisticRegression	RDKit	Average	ROC AUC	0.56214
Unweighted	3	LogisticRegression	RDKit	High	ROC AUC	0.54511
Unweighted	3	LogisticRegression	RDKit	Unknown	ROC AUC	0.54334
Weighted	4	LogisticRegression	RDKit	High	ROC AUC	0.63058
Weighted	4	LogisticRegression	RDKit	Average	ROC AUC	0.62522
Weighted	4	LogisticRegression	RDKit	Unknown	ROC AUC	0.61075
Weighted	4	LogisticRegression	RDKit	Low	ROC AUC	0.62019
Unweighted	4	LogisticRegression	RDKit	High	ROC AUC	0.59065
Unweighted	4	LogisticRegression	RDKit	Average	ROC AUC	0.57803
Unweighted	4	LogisticRegression	RDKit	Unknown	ROC AUC	0.60516
Unweighted	4	LogisticRegression	RDKit	Low	ROC AUC	0.59296
Weighted	0	LogisticRegression	MACCS	Average	ROC AUC	0.58315
Weighted	0	LogisticRegression	MACCS	High	ROC AUC	0.52977
Weighted	0	LogisticRegression	MACCS	Unknown	ROC AUC	0.60276
Weighted	0	LogisticRegression	MACCS	Low	ROC AUC	0.57892
Unweighted	0	LogisticRegression	MACCS	Average	ROC AUC	0.59989
Unweighted	0	LogisticRegression	MACCS	High	ROC AUC	0.55392
Unweighted	0	LogisticRegression	MACCS	Unknown	ROC AUC	0.58722
Unweighted	0	LogisticRegression	MACCS	Low	ROC AUC	0.56872
Weighted	1	LogisticRegression	MACCS	Low	ROC AUC	0.51544
Weighted	1	LogisticRegression	MACCS	Unknown	ROC AUC	0.51501
Weighted	1	LogisticRegression	MACCS	Average	ROC AUC	0.53149
Weighted	1	LogisticRegression	MACCS	High	ROC AUC	0.54735
Unweighted	1	LogisticRegression	MACCS	Low	ROC AUC	0.52509
Unweighted	1	LogisticRegression	MACCS	Unknown	ROC AUC	0.53148
Unweighted	1	LogisticRegression	MACCS	Average	ROC AUC	0.51347
Unweighted	1	LogisticRegression	MACCS	High	ROC AUC	0.50353
Weighted	2	LogisticRegression	MACCS	Unknown	ROC AUC	0.537
Weighted	2	LogisticRegression	MACCS	Average	ROC AUC	0.52924
Weighted	2	LogisticRegression	MACCS	Low	ROC AUC	0.49659
Weighted	2	LogisticRegression	MACCS	High	ROC AUC	0.51086
Unweighted	2	LogisticRegression	MACCS	Unknown	ROC AUC	0.52883
Unweighted	2	LogisticRegression	MACCS	Average	ROC AUC	0.53698
Unweighted	2	LogisticRegression	MACCS	Low	ROC AUC	0.51057
Unweighted	2	LogisticRegression	MACCS	High	ROC AUC	0.49915
Weighted	3	LogisticRegression	MACCS	Unknown	ROC AUC	0.55465
Weighted	3	LogisticRegression	MACCS	Average	ROC AUC	0.62333
Weighted	3	LogisticRegression	MACCS	High	ROC AUC	0.61184
Weighted	3	LogisticRegression	MACCS	Low	ROC AUC	0.62058
Unweighted	3	LogisticRegression	MACCS	Unknown	ROC AUC	0.54176
Unweighted	3	LogisticRegression	MACCS	Average	ROC AUC	0.57732
Unweighted	3	LogisticRegression	MACCS	High	ROC AUC	0.56657
Unweighted	3	LogisticRegression	MACCS	Low	ROC AUC	0.57444
Weighted	4	LogisticRegression	MACCS	Low	ROC AUC	0.57168
Weighted	4	LogisticRegression	MACCS	Unknown	ROC AUC	0.59128
Weighted	4	LogisticRegression	MACCS	High	ROC AUC	0.53481
Weighted	4	LogisticRegression	MACCS	Average	ROC AUC	0.54026
Unweighted	4	LogisticRegression	MACCS	Low	ROC AUC	0.5656
Unweighted	4	LogisticRegression	MACCS	Unknown	ROC AUC	0.59748
Unweighted	4	LogisticRegression	MACCS	High	ROC AUC	0.53992
Unweighted	4	LogisticRegression	MACCS	Average	ROC AUC	0.5206
Weighted	0	LogisticRegression	Klek	Unknown	ROC AUC	0.60966
Weighted	0	LogisticRegression	Klek	Low	ROC AUC	0.6058
Weighted	0	LogisticRegression	Klek	Average	ROC AUC	0.59855
Weighted	0	LogisticRegression	Klek	High	ROC AUC	0.54396
Unweighted	0	LogisticRegression	Klek	Unknown	ROC AUC	0.5961
Unweighted	0	LogisticRegression	Klek	Low	ROC AUC	0.58669
Unweighted	0	LogisticRegression	Klek	Average	ROC AUC	0.60756
Unweighted	0	LogisticRegression	Klek	High	ROC AUC	0.56592
Weighted	1	LogisticRegression	Klek	High	ROC AUC	0.54691
Weighted	1	LogisticRegression	Klek	Average	ROC AUC	0.52813
Weighted	1	LogisticRegression	Klek	Unknown	ROC AUC	0.55091
Weighted	1	LogisticRegression	Klek	Low	ROC AUC	0.54364
Unweighted	1	LogisticRegression	Klek	High	ROC AUC	0.53056
Unweighted	1	LogisticRegression	Klek	Average	ROC AUC	0.5137
Unweighted	1	LogisticRegression	Klek	Unknown	ROC AUC	0.54876
Unweighted	1	LogisticRegression	Klek	Low	ROC AUC	0.55024
Weighted	3	LogisticRegression	Klek	High	ROC AUC	0.56199
Weighted	3	LogisticRegression	Klek	Unknown	ROC AUC	0.52516
Weighted	3	LogisticRegression	Klek	Low	ROC AUC	0.52757
Weighted	3	LogisticRegression	Klek	Average	ROC AUC	0.54001
Unweighted	3	LogisticRegression	Klek	High	ROC AUC	0.53837
Unweighted	3	LogisticRegression	Klek	Unknown	ROC AUC	0.53636
Unweighted	3	LogisticRegression	Klek	Low	ROC AUC	0.5043
Unweighted	3	LogisticRegression	Klek	Average	ROC AUC	0.51281
Weighted	4	LogisticRegression	Klek	High	ROC AUC	0.56508
Weighted	4	LogisticRegression	Klek	Low	ROC AUC	0.54703
Weighted	4	LogisticRegression	Klek	Average	ROC AUC	0.57073
Weighted	4	LogisticRegression	Klek	Unknown	ROC AUC	0.59047
Unweighted	4	LogisticRegression	Klek	High	ROC AUC	0.54665
Unweighted	4	LogisticRegression	Klek	Low	ROC AUC	0.52971
Unweighted	4	LogisticRegression	Klek	Average	ROC AUC	0.53087
Unweighted	4	LogisticRegression	Klek	Unknown	ROC AUC	0.57719
Weighted	2	LogisticRegression	Klek	High	ROC AUC	0.61153
Weighted	2	LogisticRegression	Klek	Average	ROC AUC	0.56577
Weighted	2	LogisticRegression	Klek	Low	ROC AUC	0.58772
Weighted	2	LogisticRegression	Klek	Unknown	ROC AUC	0.61592
Unweighted	2	LogisticRegression	Klek	High	ROC AUC	0.60755
Unweighted	2	LogisticRegression	Klek	Average	ROC AUC	0.54892
Unweighted	2	LogisticRegression	Klek	Low	ROC AUC	0.58294
Unweighted	2	LogisticRegression	Klek	Unknown	ROC AUC	0.60323
Weighted	0	LogisticRegression	Morgan	Unknown	ROC AUC	0.63198
Weighted	0	LogisticRegression	Morgan	Average	ROC AUC	0.63462
Weighted	0	LogisticRegression	Morgan	High	ROC AUC	0.60465
Weighted	0	LogisticRegression	Morgan	Low	ROC AUC	0.62129
Unweighted	0	LogisticRegression	Morgan	Unknown	ROC AUC	0.61334
Unweighted	0	LogisticRegression	Morgan	Average	ROC AUC	0.62239
Unweighted	0	LogisticRegression	Morgan	High	ROC AUC	0.60181
Unweighted	0	LogisticRegression	Morgan	Low	ROC AUC	0.60433
Weighted	1	LogisticRegression	Morgan	High	ROC AUC	0.59715
Weighted	1	LogisticRegression	Morgan	Unknown	ROC AUC	0.56514
Weighted	1	LogisticRegression	Morgan	Average	ROC AUC	0.54378
Weighted	1	LogisticRegression	Morgan	Low	ROC AUC	0.55639
Unweighted	1	LogisticRegression	Morgan	High	ROC AUC	0.58986
Unweighted	1	LogisticRegression	Morgan	Unknown	ROC AUC	0.56571
Unweighted	1	LogisticRegression	Morgan	Average	ROC AUC	0.51591
Unweighted	1	LogisticRegression	Morgan	Low	ROC AUC	0.55172
Weighted	2	LogisticRegression	Morgan	High	ROC AUC	0.69837
Weighted	2	LogisticRegression	Morgan	Unknown	ROC AUC	0.65488
Weighted	2	LogisticRegression	Morgan	Low	ROC AUC	0.67924
Weighted	2	LogisticRegression	Morgan	Average	ROC AUC	0.68164
Unweighted	2	LogisticRegression	Morgan	High	ROC AUC	0.6442
Unweighted	2	LogisticRegression	Morgan	Unknown	ROC AUC	0.63287
Unweighted	2	LogisticRegression	Morgan	Low	ROC AUC	0.64815
Unweighted	2	LogisticRegression	Morgan	Average	ROC AUC	0.62822
Weighted	3	LogisticRegression	Morgan	Unknown	ROC AUC	0.57316
Weighted	3	LogisticRegression	Morgan	Low	ROC AUC	0.49746
Weighted	3	LogisticRegression	Morgan	High	ROC AUC	0.50802
Weighted	3	LogisticRegression	Morgan	Average	ROC AUC	0.5107
Unweighted	3	LogisticRegression	Morgan	Unknown	ROC AUC	0.58192
Unweighted	3	LogisticRegression	Morgan	Low	ROC AUC	0.48446
Unweighted	3	LogisticRegression	Morgan	High	ROC AUC	0.49917
Unweighted	3	LogisticRegression	Morgan	Average	ROC AUC	0.51521
Weighted	4	LogisticRegression	Morgan	High	ROC AUC	0.56092
Weighted	4	LogisticRegression	Morgan	Unknown	ROC AUC	0.59843
Weighted	4	LogisticRegression	Morgan	Low	ROC AUC	0.55787
Weighted	4	LogisticRegression	Morgan	Average	ROC AUC	0.59648
Unweighted	4	LogisticRegression	Morgan	High	ROC AUC	0.54218
Unweighted	4	LogisticRegression	Morgan	Unknown	ROC AUC	0.59834
Unweighted	4	LogisticRegression	Morgan	Low	ROC AUC	0.54942
Unweighted	4	LogisticRegression	Morgan	Average	ROC AUC	0.57166
Weighted	0	LogisticRegression	ChemBERTa	High	ROC AUC	0.50051
Weighted	0	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.54345
Weighted	0	LogisticRegression	ChemBERTa	Average	ROC AUC	0.48235
Weighted	0	LogisticRegression	ChemBERTa	Low	ROC AUC	0.50916
Unweighted	0	LogisticRegression	ChemBERTa	High	ROC AUC	0.51317
Unweighted	0	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.54751
Unweighted	0	LogisticRegression	ChemBERTa	Average	ROC AUC	0.49738
Unweighted	0	LogisticRegression	ChemBERTa	Low	ROC AUC	0.52378
Weighted	3	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.468
Weighted	3	LogisticRegression	ChemBERTa	Low	ROC AUC	0.50162
Weighted	3	LogisticRegression	ChemBERTa	High	ROC AUC	0.47971
Weighted	3	LogisticRegression	ChemBERTa	Average	ROC AUC	0.46574
Unweighted	3	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.4997
Unweighted	3	LogisticRegression	ChemBERTa	Low	ROC AUC	0.47815
Unweighted	3	LogisticRegression	ChemBERTa	High	ROC AUC	0.46814
Unweighted	3	LogisticRegression	ChemBERTa	Average	ROC AUC	0.43897
Weighted	1	LogisticRegression	ChemBERTa	High	ROC AUC	0.45824
Weighted	1	LogisticRegression	ChemBERTa	Average	ROC AUC	0.46358
Weighted	1	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.4465
Weighted	1	LogisticRegression	ChemBERTa	Low	ROC AUC	0.46385
Unweighted	1	LogisticRegression	ChemBERTa	High	ROC AUC	0.44943
Unweighted	1	LogisticRegression	ChemBERTa	Average	ROC AUC	0.45691
Unweighted	1	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.46298
Unweighted	1	LogisticRegression	ChemBERTa	Low	ROC AUC	0.48146
Weighted	4	LogisticRegression	ChemBERTa	Low	ROC AUC	0.54372
Weighted	4	LogisticRegression	ChemBERTa	Average	ROC AUC	0.57223
Weighted	4	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.52588
Weighted	4	LogisticRegression	ChemBERTa	High	ROC AUC	0.53373
Unweighted	4	LogisticRegression	ChemBERTa	Low	ROC AUC	0.50998
Unweighted	4	LogisticRegression	ChemBERTa	Average	ROC AUC	0.55505
Unweighted	4	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.53354
Unweighted	4	LogisticRegression	ChemBERTa	High	ROC AUC	0.519
Weighted	2	LogisticRegression	ChemBERTa	Low	ROC AUC	0.49831
Weighted	2	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.48245
Weighted	2	LogisticRegression	ChemBERTa	High	ROC AUC	0.50284
Weighted	2	LogisticRegression	ChemBERTa	Average	ROC AUC	0.47111
Unweighted	2	LogisticRegression	ChemBERTa	Low	ROC AUC	0.50452
Unweighted	2	LogisticRegression	ChemBERTa	Unknown	ROC AUC	0.5034
Unweighted	2	LogisticRegression	ChemBERTa	High	ROC AUC	0.47121
Unweighted	2	LogisticRegression	ChemBERTa	Average	ROC AUC	0.47353
Weighted	0	LogisticRegression	CDDD	Unknown	ROC AUC	0.54754
Weighted	0	LogisticRegression	CDDD	Average	ROC AUC	0.46281
Weighted	0	LogisticRegression	CDDD	Low	ROC AUC	0.49121
Weighted	0	LogisticRegression	CDDD	High	ROC AUC	0.47164
Unweighted	0	LogisticRegression	CDDD	Unknown	ROC AUC	0.53269
Unweighted	0	LogisticRegression	CDDD	Average	ROC AUC	0.47847
Unweighted	0	LogisticRegression	CDDD	Low	ROC AUC	0.49389
Unweighted	0	LogisticRegression	CDDD	High	ROC AUC	0.50211
Weighted	1	LogisticRegression	CDDD	Average	ROC AUC	0.54183
Weighted	1	LogisticRegression	CDDD	Unknown	ROC AUC	0.59061
Weighted	1	LogisticRegression	CDDD	High	ROC AUC	0.54121
Weighted	1	LogisticRegression	CDDD	Low	ROC AUC	0.50624
Unweighted	1	LogisticRegression	CDDD	Average	ROC AUC	0.52724
Unweighted	1	LogisticRegression	CDDD	Unknown	ROC AUC	0.59155
Unweighted	1	LogisticRegression	CDDD	High	ROC AUC	0.52705
Unweighted	1	LogisticRegression	CDDD	Low	ROC AUC	0.52311
Weighted	2	LogisticRegression	CDDD	High	ROC AUC	0.57312
Weighted	2	LogisticRegression	CDDD	Average	ROC AUC	0.59375
Weighted	2	LogisticRegression	CDDD	Unknown	ROC AUC	0.61739
Weighted	2	LogisticRegression	CDDD	Low	ROC AUC	0.58185
Unweighted	2	LogisticRegression	CDDD	High	ROC AUC	0.56711
Unweighted	2	LogisticRegression	CDDD	Average	ROC AUC	0.57647
Unweighted	2	LogisticRegression	CDDD	Unknown	ROC AUC	0.60372
Unweighted	2	LogisticRegression	CDDD	Low	ROC AUC	0.59695
Weighted	3	LogisticRegression	CDDD	Average	ROC AUC	0.54051
Weighted	3	LogisticRegression	CDDD	Unknown	ROC AUC	0.56878
Weighted	3	LogisticRegression	CDDD	Low	ROC AUC	0.57041
Weighted	3	LogisticRegression	CDDD	High	ROC AUC	0.51982
Unweighted	3	LogisticRegression	CDDD	Average	ROC AUC	0.52121
Unweighted	3	LogisticRegression	CDDD	Unknown	ROC AUC	0.56204
Unweighted	3	LogisticRegression	CDDD	Low	ROC AUC	0.5431
Unweighted	3	LogisticRegression	CDDD	High	ROC AUC	0.49572
Weighted	4	LogisticRegression	CDDD	Average	ROC AUC	0.612
Weighted	4	LogisticRegression	CDDD	High	ROC AUC	0.55772
Weighted	4	LogisticRegression	CDDD	Low	ROC AUC	0.57402
Weighted	4	LogisticRegression	CDDD	Unknown	ROC AUC	0.53783
Unweighted	4	LogisticRegression	CDDD	Average	ROC AUC	0.57746
Unweighted	4	LogisticRegression	CDDD	High	ROC AUC	0.55659
Unweighted	4	LogisticRegression	CDDD	Low	ROC AUC	0.55987
Unweighted	4	LogisticRegression	CDDD	Unknown	ROC AUC	0.52687
Weighted	0	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.5624
Weighted	0	RandomForestClassifier	RDKit	High	ROC AUC	0.56542
Weighted	0	RandomForestClassifier	RDKit	Average	ROC AUC	0.60385
Weighted	0	RandomForestClassifier	RDKit	Low	ROC AUC	0.60341
Unweighted	0	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.56574
Unweighted	0	RandomForestClassifier	RDKit	High	ROC AUC	0.58516
Unweighted	0	RandomForestClassifier	RDKit	Average	ROC AUC	0.59961
Unweighted	0	RandomForestClassifier	RDKit	Low	ROC AUC	0.588
Weighted	1	RandomForestClassifier	RDKit	Average	ROC AUC	0.5747
Weighted	1	RandomForestClassifier	RDKit	Low	ROC AUC	0.59731
Weighted	1	RandomForestClassifier	RDKit	High	ROC AUC	0.53564
Weighted	1	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.56878
Unweighted	1	RandomForestClassifier	RDKit	Average	ROC AUC	0.55584
Unweighted	1	RandomForestClassifier	RDKit	Low	ROC AUC	0.58367
Unweighted	1	RandomForestClassifier	RDKit	High	ROC AUC	0.5296
Unweighted	1	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.56383
Weighted	4	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.63225
Weighted	4	RandomForestClassifier	RDKit	High	ROC AUC	0.72627
Weighted	4	RandomForestClassifier	RDKit	Low	ROC AUC	0.69094
Weighted	4	RandomForestClassifier	RDKit	Average	ROC AUC	0.70908
Unweighted	4	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.63034
Unweighted	4	RandomForestClassifier	RDKit	High	ROC AUC	0.66842
Unweighted	4	RandomForestClassifier	RDKit	Low	ROC AUC	0.64437
Unweighted	4	RandomForestClassifier	RDKit	Average	ROC AUC	0.6398
Weighted	3	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.5627
Weighted	3	RandomForestClassifier	RDKit	High	ROC AUC	0.61611
Weighted	3	RandomForestClassifier	RDKit	Average	ROC AUC	0.61314
Weighted	3	RandomForestClassifier	RDKit	Low	ROC AUC	0.62769
Unweighted	3	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.56865
Unweighted	3	RandomForestClassifier	RDKit	High	ROC AUC	0.58342
Unweighted	3	RandomForestClassifier	RDKit	Average	ROC AUC	0.57459
Unweighted	3	RandomForestClassifier	RDKit	Low	ROC AUC	0.58766
Weighted	2	RandomForestClassifier	RDKit	Low	ROC AUC	0.60342
Weighted	2	RandomForestClassifier	RDKit	High	ROC AUC	0.61908
Weighted	2	RandomForestClassifier	RDKit	Average	ROC AUC	0.61221
Weighted	2	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.63285
Unweighted	2	RandomForestClassifier	RDKit	Low	ROC AUC	0.5736
Unweighted	2	RandomForestClassifier	RDKit	High	ROC AUC	0.57784
Unweighted	2	RandomForestClassifier	RDKit	Average	ROC AUC	0.5526
Unweighted	2	RandomForestClassifier	RDKit	Unknown	ROC AUC	0.62109
Weighted	0	RandomForestClassifier	MACCS	Low	ROC AUC	0.62266
Weighted	0	RandomForestClassifier	MACCS	High	ROC AUC	0.57822
Weighted	0	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.5988
Weighted	0	RandomForestClassifier	MACCS	Average	ROC AUC	0.64749
Unweighted	0	RandomForestClassifier	MACCS	Low	ROC AUC	0.59185
Unweighted	0	RandomForestClassifier	MACCS	High	ROC AUC	0.5713
Unweighted	0	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.59008
Unweighted	0	RandomForestClassifier	MACCS	Average	ROC AUC	0.63919
Weighted	1	RandomForestClassifier	MACCS	High	ROC AUC	0.58082
Weighted	1	RandomForestClassifier	MACCS	Low	ROC AUC	0.54638
Weighted	1	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.54256
Weighted	1	RandomForestClassifier	MACCS	Average	ROC AUC	0.56497
Unweighted	1	RandomForestClassifier	MACCS	High	ROC AUC	0.55512
Unweighted	1	RandomForestClassifier	MACCS	Low	ROC AUC	0.55684
Unweighted	1	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.55265
Unweighted	1	RandomForestClassifier	MACCS	Average	ROC AUC	0.54454
Weighted	2	RandomForestClassifier	MACCS	Average	ROC AUC	0.60618
Weighted	2	RandomForestClassifier	MACCS	High	ROC AUC	0.60704
Weighted	2	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.63998
Weighted	2	RandomForestClassifier	MACCS	Low	ROC AUC	0.60612
Unweighted	2	RandomForestClassifier	MACCS	Average	ROC AUC	0.5873
Unweighted	2	RandomForestClassifier	MACCS	High	ROC AUC	0.59886
Unweighted	2	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.63189
Unweighted	2	RandomForestClassifier	MACCS	Low	ROC AUC	0.60523
Weighted	3	RandomForestClassifier	MACCS	High	ROC AUC	0.54252
Weighted	3	RandomForestClassifier	MACCS	Low	ROC AUC	0.57055
Weighted	3	RandomForestClassifier	MACCS	Average	ROC AUC	0.57608
Weighted	3	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.56251
Unweighted	3	RandomForestClassifier	MACCS	High	ROC AUC	0.53406
Unweighted	3	RandomForestClassifier	MACCS	Low	ROC AUC	0.54495
Unweighted	3	RandomForestClassifier	MACCS	Average	ROC AUC	0.55304
Unweighted	3	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.5663
Weighted	4	RandomForestClassifier	MACCS	Average	ROC AUC	0.6183
Weighted	4	RandomForestClassifier	MACCS	Low	ROC AUC	0.6123
Weighted	4	RandomForestClassifier	MACCS	High	ROC AUC	0.61534
Weighted	4	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.58925
Unweighted	4	RandomForestClassifier	MACCS	Average	ROC AUC	0.59
Unweighted	4	RandomForestClassifier	MACCS	Low	ROC AUC	0.60331
Unweighted	4	RandomForestClassifier	MACCS	High	ROC AUC	0.59495
Unweighted	4	RandomForestClassifier	MACCS	Unknown	ROC AUC	0.61083
Weighted	0	RandomForestClassifier	Klek	High	ROC AUC	0.59124
Weighted	0	RandomForestClassifier	Klek	Unknown	ROC AUC	0.64514
Weighted	0	RandomForestClassifier	Klek	Low	ROC AUC	0.64508
Weighted	0	RandomForestClassifier	Klek	Average	ROC AUC	0.63131
Unweighted	0	RandomForestClassifier	Klek	High	ROC AUC	0.59063
Unweighted	0	RandomForestClassifier	Klek	Unknown	ROC AUC	0.63184
Unweighted	0	RandomForestClassifier	Klek	Low	ROC AUC	0.61587
Unweighted	0	RandomForestClassifier	Klek	Average	ROC AUC	0.62834
Weighted	1	RandomForestClassifier	Klek	Low	ROC AUC	0.57039
Weighted	1	RandomForestClassifier	Klek	High	ROC AUC	0.55369
Weighted	1	RandomForestClassifier	Klek	Unknown	ROC AUC	0.55267
Weighted	1	RandomForestClassifier	Klek	Average	ROC AUC	0.54876
Unweighted	1	RandomForestClassifier	Klek	Low	ROC AUC	0.56837
Unweighted	1	RandomForestClassifier	Klek	High	ROC AUC	0.53216
Unweighted	1	RandomForestClassifier	Klek	Unknown	ROC AUC	0.55841
Unweighted	1	RandomForestClassifier	Klek	Average	ROC AUC	0.53061
Weighted	2	RandomForestClassifier	Klek	Average	ROC AUC	0.64332
Weighted	2	RandomForestClassifier	Klek	High	ROC AUC	0.65227
Weighted	2	RandomForestClassifier	Klek	Unknown	ROC AUC	0.62133
Weighted	2	RandomForestClassifier	Klek	Low	ROC AUC	0.66304
Unweighted	2	RandomForestClassifier	Klek	Average	ROC AUC	0.56602
Unweighted	2	RandomForestClassifier	Klek	High	ROC AUC	0.61726
Unweighted	2	RandomForestClassifier	Klek	Unknown	ROC AUC	0.59719
Unweighted	2	RandomForestClassifier	Klek	Low	ROC AUC	0.61908
Weighted	3	RandomForestClassifier	Klek	High	ROC AUC	0.72731
Weighted	3	RandomForestClassifier	Klek	Average	ROC AUC	0.6981
Weighted	3	RandomForestClassifier	Klek	Unknown	ROC AUC	0.55744
Weighted	3	RandomForestClassifier	Klek	Low	ROC AUC	0.68382
Unweighted	3	RandomForestClassifier	Klek	High	ROC AUC	0.651
Unweighted	3	RandomForestClassifier	Klek	Average	ROC AUC	0.60942
Unweighted	3	RandomForestClassifier	Klek	Unknown	ROC AUC	0.56759
Unweighted	3	RandomForestClassifier	Klek	Low	ROC AUC	0.59895
Weighted	4	RandomForestClassifier	Klek	Low	ROC AUC	0.56887
Weighted	4	RandomForestClassifier	Klek	High	ROC AUC	0.57104
Weighted	4	RandomForestClassifier	Klek	Unknown	ROC AUC	0.62571
Weighted	4	RandomForestClassifier	Klek	Average	ROC AUC	0.56005
Unweighted	4	RandomForestClassifier	Klek	Low	ROC AUC	0.56898
Unweighted	4	RandomForestClassifier	Klek	High	ROC AUC	0.54692
Unweighted	4	RandomForestClassifier	Klek	Unknown	ROC AUC	0.61447
Unweighted	4	RandomForestClassifier	Klek	Average	ROC AUC	0.52561
Weighted	0	RandomForestClassifier	Morgan	High	ROC AUC	0.60017
Weighted	0	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.58286
Weighted	0	RandomForestClassifier	Morgan	Average	ROC AUC	0.64283
Weighted	0	RandomForestClassifier	Morgan	Low	ROC AUC	0.65684
Unweighted	0	RandomForestClassifier	Morgan	High	ROC AUC	0.60419
Unweighted	0	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.57999
Unweighted	0	RandomForestClassifier	Morgan	Average	ROC AUC	0.64133
Unweighted	0	RandomForestClassifier	Morgan	Low	ROC AUC	0.63563
Weighted	1	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.62971
Weighted	1	RandomForestClassifier	Morgan	High	ROC AUC	0.64405
Weighted	1	RandomForestClassifier	Morgan	Low	ROC AUC	0.67776
Weighted	1	RandomForestClassifier	Morgan	Average	ROC AUC	0.60219
Unweighted	1	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.61766
Unweighted	1	RandomForestClassifier	Morgan	High	ROC AUC	0.64283
Unweighted	1	RandomForestClassifier	Morgan	Low	ROC AUC	0.65083
