Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Weighted	3	XGBClassifier	Klek	Unknown	Specificity	0.5083
Unweighted	3	XGBClassifier	Klek	High	Specificity	0.84238
Unweighted	3	XGBClassifier	Klek	Average	Specificity	0.66972
Unweighted	3	XGBClassifier	Klek	Low	Specificity	0.7323
Unweighted	3	XGBClassifier	Klek	Unknown	Specificity	0.50718
Weighted	2	XGBClassifier	Klek	Low	Specificity	0.79757
Weighted	2	XGBClassifier	Klek	Unknown	Specificity	0.52217
Weighted	2	XGBClassifier	Klek	Average	Specificity	0.75107
Weighted	2	XGBClassifier	Klek	High	Specificity	0.79344
Unweighted	2	XGBClassifier	Klek	Low	Specificity	0.76734
Unweighted	2	XGBClassifier	Klek	Unknown	Specificity	0.48686
Unweighted	2	XGBClassifier	Klek	Average	Specificity	0.69565
Unweighted	2	XGBClassifier	Klek	High	Specificity	0.78431
Weighted	4	XGBClassifier	Klek	Low	Specificity	0.68376
Weighted	4	XGBClassifier	Klek	Average	Specificity	0.6729
Weighted	4	XGBClassifier	Klek	Unknown	Specificity	0.50012
Weighted	4	XGBClassifier	Klek	High	Specificity	0.72313
Unweighted	4	XGBClassifier	Klek	Low	Specificity	0.70465
Unweighted	4	XGBClassifier	Klek	Average	Specificity	0.65618
Unweighted	4	XGBClassifier	Klek	Unknown	Specificity	0.489
Unweighted	4	XGBClassifier	Klek	High	Specificity	0.75055
Weighted	0	XGBClassifier	Morgan	High	Specificity	0.62938
Weighted	0	XGBClassifier	Morgan	Low	Specificity	0.60495
Weighted	0	XGBClassifier	Morgan	Average	Specificity	0.51031
Weighted	0	XGBClassifier	Morgan	Unknown	Specificity	0.38858
Unweighted	0	XGBClassifier	Morgan	High	Specificity	0.63875
Unweighted	0	XGBClassifier	Morgan	Low	Specificity	0.6136
Unweighted	0	XGBClassifier	Morgan	Average	Specificity	0.55041
Unweighted	0	XGBClassifier	Morgan	Unknown	Specificity	0.39455
Weighted	2	XGBClassifier	Morgan	Average	Specificity	0.78186
Weighted	2	XGBClassifier	Morgan	High	Specificity	0.80826
Weighted	2	XGBClassifier	Morgan	Low	Specificity	0.79285
Weighted	2	XGBClassifier	Morgan	Unknown	Specificity	0.51461
Unweighted	2	XGBClassifier	Morgan	Average	Specificity	0.75
Unweighted	2	XGBClassifier	Morgan	High	Specificity	0.80828
Unweighted	2	XGBClassifier	Morgan	Low	Specificity	0.76063
Unweighted	2	XGBClassifier	Morgan	Unknown	Specificity	0.4831
Weighted	1	XGBClassifier	Morgan	Average	Specificity	0.79309
Weighted	1	XGBClassifier	Morgan	High	Specificity	0.88339
Weighted	1	XGBClassifier	Morgan	Unknown	Specificity	0.4941
Weighted	1	XGBClassifier	Morgan	Low	Specificity	0.78809
Unweighted	1	XGBClassifier	Morgan	Average	Specificity	0.77151
Unweighted	1	XGBClassifier	Morgan	High	Specificity	0.87017
Unweighted	1	XGBClassifier	Morgan	Unknown	Specificity	0.5
Unweighted	1	XGBClassifier	Morgan	Low	Specificity	0.80196
Weighted	3	XGBClassifier	Morgan	High	Specificity	0.80425
Weighted	3	XGBClassifier	Morgan	Low	Specificity	0.78331
Weighted	3	XGBClassifier	Morgan	Unknown	Specificity	0.45325
Weighted	3	XGBClassifier	Morgan	Average	Specificity	0.7542
Unweighted	3	XGBClassifier	Morgan	High	Specificity	0.81137
Unweighted	3	XGBClassifier	Morgan	Low	Specificity	0.76549
Unweighted	3	XGBClassifier	Morgan	Unknown	Specificity	0.41746
Unweighted	3	XGBClassifier	Morgan	Average	Specificity	0.72936
Weighted	4	XGBClassifier	Morgan	Low	Specificity	0.63756
Weighted	4	XGBClassifier	Morgan	Unknown	Specificity	0.42586
Weighted	4	XGBClassifier	Morgan	Average	Specificity	0.68646
Weighted	4	XGBClassifier	Morgan	High	Specificity	0.67996
Unweighted	4	XGBClassifier	Morgan	Low	Specificity	0.65814
Unweighted	4	XGBClassifier	Morgan	Unknown	Specificity	0.43399
Unweighted	4	XGBClassifier	Morgan	Average	Specificity	0.69213
Unweighted	4	XGBClassifier	Morgan	High	Specificity	0.70861
Weighted	0	XGBClassifier	ChemBERTa	Unknown	Specificity	0.35104
Weighted	0	XGBClassifier	ChemBERTa	Average	Specificity	0.51449
Weighted	0	XGBClassifier	ChemBERTa	High	Specificity	0.55657
Weighted	0	XGBClassifier	ChemBERTa	Low	Specificity	0.59824
Unweighted	0	XGBClassifier	ChemBERTa	Unknown	Specificity	0.33502
Unweighted	0	XGBClassifier	ChemBERTa	Average	Specificity	0.47273
Unweighted	0	XGBClassifier	ChemBERTa	High	Specificity	0.53038
Unweighted	0	XGBClassifier	ChemBERTa	Low	Specificity	0.54726
Weighted	2	XGBClassifier	ChemBERTa	Average	Specificity	0.64549
Weighted	2	XGBClassifier	ChemBERTa	Low	Specificity	0.62771
Weighted	2	XGBClassifier	ChemBERTa	Unknown	Specificity	0.30728
Weighted	2	XGBClassifier	ChemBERTa	High	Specificity	0.7088
Unweighted	2	XGBClassifier	ChemBERTa	Average	Specificity	0.65217
Unweighted	2	XGBClassifier	ChemBERTa	Low	Specificity	0.64206
Unweighted	2	XGBClassifier	ChemBERTa	Unknown	Specificity	0.3204
Unweighted	2	XGBClassifier	ChemBERTa	High	Specificity	0.71024
Weighted	4	XGBClassifier	ChemBERTa	Unknown	Specificity	0.34564
Weighted	4	XGBClassifier	ChemBERTa	Low	Specificity	0.66255
Weighted	4	XGBClassifier	ChemBERTa	Average	Specificity	0.6197
Weighted	4	XGBClassifier	ChemBERTa	High	Specificity	0.68249
Unweighted	4	XGBClassifier	ChemBERTa	Unknown	Specificity	0.31051
Unweighted	4	XGBClassifier	ChemBERTa	Low	Specificity	0.67907
Unweighted	4	XGBClassifier	ChemBERTa	Average	Specificity	0.62022
Unweighted	4	XGBClassifier	ChemBERTa	High	Specificity	0.69316
Weighted	3	XGBClassifier	ChemBERTa	Average	Specificity	0.627
Weighted	3	XGBClassifier	ChemBERTa	Unknown	Specificity	0.3331
Weighted	3	XGBClassifier	ChemBERTa	Low	Specificity	0.70563
Weighted	3	XGBClassifier	ChemBERTa	High	Specificity	0.72199
Unweighted	3	XGBClassifier	ChemBERTa	Average	Specificity	0.59633
Unweighted	3	XGBClassifier	ChemBERTa	Unknown	Specificity	0.31699
Unweighted	3	XGBClassifier	ChemBERTa	Low	Specificity	0.68584
Unweighted	3	XGBClassifier	ChemBERTa	High	Specificity	0.73385
Weighted	1	XGBClassifier	ChemBERTa	Low	Specificity	0.73982
Weighted	1	XGBClassifier	ChemBERTa	High	Specificity	0.80438
Weighted	1	XGBClassifier	ChemBERTa	Average	Specificity	0.73523
Weighted	1	XGBClassifier	ChemBERTa	Unknown	Specificity	0.50824
Unweighted	1	XGBClassifier	ChemBERTa	Low	Specificity	0.74817
Unweighted	1	XGBClassifier	ChemBERTa	High	Specificity	0.79282
Unweighted	1	XGBClassifier	ChemBERTa	Average	Specificity	0.72849
Unweighted	1	XGBClassifier	ChemBERTa	Unknown	Specificity	0.47625
Weighted	0	XGBClassifier	CDDD	Low	Specificity	0.64011
Weighted	0	XGBClassifier	CDDD	Average	Specificity	0.59053
Weighted	0	XGBClassifier	CDDD	High	Specificity	0.6973
Weighted	0	XGBClassifier	CDDD	Unknown	Specificity	0.34448
Unweighted	0	XGBClassifier	CDDD	Low	Specificity	0.58541
Unweighted	0	XGBClassifier	CDDD	Average	Specificity	0.55537
Unweighted	0	XGBClassifier	CDDD	High	Specificity	0.67652
Unweighted	0	XGBClassifier	CDDD	Unknown	Specificity	0.32089
Weighted	1	XGBClassifier	CDDD	Unknown	Specificity	0.52546
Weighted	1	XGBClassifier	CDDD	Average	Specificity	0.81596
Weighted	1	XGBClassifier	CDDD	Low	Specificity	0.84095
Weighted	1	XGBClassifier	CDDD	High	Specificity	0.86
Unweighted	1	XGBClassifier	CDDD	Unknown	Specificity	0.50923
Unweighted	1	XGBClassifier	CDDD	Average	Specificity	0.77419
Unweighted	1	XGBClassifier	CDDD	Low	Specificity	0.82396
Unweighted	1	XGBClassifier	CDDD	High	Specificity	0.83702
Weighted	2	XGBClassifier	CDDD	Unknown	Specificity	0.46223
Weighted	2	XGBClassifier	CDDD	Average	Specificity	0.70528
Weighted	2	XGBClassifier	CDDD	High	Specificity	0.78673
Weighted	2	XGBClassifier	CDDD	Low	Specificity	0.69083
Unweighted	2	XGBClassifier	CDDD	Unknown	Specificity	0.4393
Unweighted	2	XGBClassifier	CDDD	Average	Specificity	0.64783
Unweighted	2	XGBClassifier	CDDD	High	Specificity	0.74946
Unweighted	2	XGBClassifier	CDDD	Low	Specificity	0.66667
Weighted	3	XGBClassifier	CDDD	Unknown	Specificity	0.35835
Weighted	3	XGBClassifier	CDDD	Low	Specificity	0.77835
Weighted	3	XGBClassifier	CDDD	Average	Specificity	0.66936
Weighted	3	XGBClassifier	CDDD	High	Specificity	0.83789
Unweighted	3	XGBClassifier	CDDD	Unknown	Specificity	0.33493
Unweighted	3	XGBClassifier	CDDD	Low	Specificity	0.73451
Unweighted	3	XGBClassifier	CDDD	Average	Specificity	0.63991
Unweighted	3	XGBClassifier	CDDD	High	Specificity	0.82687
Weighted	4	XGBClassifier	CDDD	Average	Specificity	0.6943
Weighted	4	XGBClassifier	CDDD	Unknown	Specificity	0.28208
Weighted	4	XGBClassifier	CDDD	Low	Specificity	0.66957
Weighted	4	XGBClassifier	CDDD	High	Specificity	0.75629
Unweighted	4	XGBClassifier	CDDD	Average	Specificity	0.66742
Unweighted	4	XGBClassifier	CDDD	Unknown	Specificity	0.2445
Unweighted	4	XGBClassifier	CDDD	Low	Specificity	0.67209
Unweighted	4	XGBClassifier	CDDD	High	Specificity	0.77042
Weighted	0	LogisticRegression	RDKit	Low	Specificity	0.60721
Weighted	0	LogisticRegression	RDKit	Average	Specificity	0.5977
Weighted	0	LogisticRegression	RDKit	Unknown	Specificity	0.54935
Weighted	0	LogisticRegression	RDKit	High	Specificity	0.61143
Unweighted	0	LogisticRegression	RDKit	Low	Specificity	0.56716
Unweighted	0	LogisticRegression	RDKit	Average	Specificity	0.56694
Unweighted	0	LogisticRegression	RDKit	Unknown	Specificity	0.54692
Unweighted	0	LogisticRegression	RDKit	High	Specificity	0.57143
Weighted	1	LogisticRegression	RDKit	High	Specificity	0.78955
Weighted	1	LogisticRegression	RDKit	Average	Specificity	0.74606
Weighted	1	LogisticRegression	RDKit	Low	Specificity	0.74056
Weighted	1	LogisticRegression	RDKit	Unknown	Specificity	0.5772
Unweighted	1	LogisticRegression	RDKit	High	Specificity	0.74862
Unweighted	1	LogisticRegression	RDKit	Average	Specificity	0.71237
Unweighted	1	LogisticRegression	RDKit	Low	Specificity	0.73105
Unweighted	1	LogisticRegression	RDKit	Unknown	Specificity	0.5686
Weighted	2	LogisticRegression	RDKit	High	Specificity	0.72853
Weighted	2	LogisticRegression	RDKit	Low	Specificity	0.72779
Weighted	2	LogisticRegression	RDKit	Unknown	Specificity	0.52162
Weighted	2	LogisticRegression	RDKit	Average	Specificity	0.67958
Unweighted	2	LogisticRegression	RDKit	High	Specificity	0.72767
Unweighted	2	LogisticRegression	RDKit	Low	Specificity	0.72483
Unweighted	2	LogisticRegression	RDKit	Unknown	Specificity	0.53942
Unweighted	2	LogisticRegression	RDKit	Average	Specificity	0.68043
Weighted	3	LogisticRegression	RDKit	Low	Specificity	0.77685
Weighted	3	LogisticRegression	RDKit	Average	Specificity	0.75323
Weighted	3	LogisticRegression	RDKit	High	Specificity	0.80344
Weighted	3	LogisticRegression	RDKit	Unknown	Specificity	0.48922
Unweighted	3	LogisticRegression	RDKit	Low	Specificity	0.7677
Unweighted	3	LogisticRegression	RDKit	Average	Specificity	0.74541
Unweighted	3	LogisticRegression	RDKit	High	Specificity	0.78036
Unweighted	3	LogisticRegression	RDKit	Unknown	Specificity	0.4689
Weighted	4	LogisticRegression	RDKit	High	Specificity	0.68728
Weighted	4	LogisticRegression	RDKit	Average	Specificity	0.66616
Weighted	4	LogisticRegression	RDKit	Unknown	Specificity	0.49152
Weighted	4	LogisticRegression	RDKit	Low	Specificity	0.68733
Unweighted	4	LogisticRegression	RDKit	High	Specificity	0.69757
Unweighted	4	LogisticRegression	RDKit	Average	Specificity	0.63146
Unweighted	4	LogisticRegression	RDKit	Unknown	Specificity	0.48655
Unweighted	4	LogisticRegression	RDKit	Low	Specificity	0.65349
Weighted	0	LogisticRegression	MACCS	Average	Specificity	0.65112
Weighted	0	LogisticRegression	MACCS	High	Specificity	0.65019
Weighted	0	LogisticRegression	MACCS	Unknown	Specificity	0.58145
Weighted	0	LogisticRegression	MACCS	Low	Specificity	0.6793
Unweighted	0	LogisticRegression	MACCS	Average	Specificity	0.66942
Unweighted	0	LogisticRegression	MACCS	High	Specificity	0.66995
Unweighted	0	LogisticRegression	MACCS	Unknown	Specificity	0.56206
Unweighted	0	LogisticRegression	MACCS	Low	Specificity	0.66998
Weighted	1	LogisticRegression	MACCS	Low	Specificity	0.60921
Weighted	1	LogisticRegression	MACCS	Unknown	Specificity	0.45992
Weighted	1	LogisticRegression	MACCS	Average	Specificity	0.62421
Weighted	1	LogisticRegression	MACCS	High	Specificity	0.71028
Unweighted	1	LogisticRegression	MACCS	Low	Specificity	0.6357
Unweighted	1	LogisticRegression	MACCS	Unknown	Specificity	0.49208
Unweighted	1	LogisticRegression	MACCS	Average	Specificity	0.60484
Unweighted	1	LogisticRegression	MACCS	High	Specificity	0.6768
Weighted	2	LogisticRegression	MACCS	Unknown	Specificity	0.54215
Weighted	2	LogisticRegression	MACCS	Average	Specificity	0.71538
Weighted	2	LogisticRegression	MACCS	Low	Specificity	0.71747
Weighted	2	LogisticRegression	MACCS	High	Specificity	0.77631
Unweighted	2	LogisticRegression	MACCS	Unknown	Specificity	0.53066
Unweighted	2	LogisticRegression	MACCS	Average	Specificity	0.68913
Unweighted	2	LogisticRegression	MACCS	Low	Specificity	0.71141
Unweighted	2	LogisticRegression	MACCS	High	Specificity	0.73856
Weighted	3	LogisticRegression	MACCS	Unknown	Specificity	0.51153
Weighted	3	LogisticRegression	MACCS	Average	Specificity	0.73039
Weighted	3	LogisticRegression	MACCS	High	Specificity	0.86499
Weighted	3	LogisticRegression	MACCS	Low	Specificity	0.79386
Unweighted	3	LogisticRegression	MACCS	Unknown	Specificity	0.48565
Unweighted	3	LogisticRegression	MACCS	Average	Specificity	0.71789
Unweighted	3	LogisticRegression	MACCS	High	Specificity	0.82946
Unweighted	3	LogisticRegression	MACCS	Low	Specificity	0.75
Weighted	4	LogisticRegression	MACCS	Low	Specificity	0.63753
Weighted	4	LogisticRegression	MACCS	Unknown	Specificity	0.53558
Weighted	4	LogisticRegression	MACCS	High	Specificity	0.70046
Weighted	4	LogisticRegression	MACCS	Average	Specificity	0.63429
Unweighted	4	LogisticRegression	MACCS	Low	Specificity	0.6814
Unweighted	4	LogisticRegression	MACCS	Unknown	Specificity	0.5489
Unweighted	4	LogisticRegression	MACCS	High	Specificity	0.74614
Unweighted	4	LogisticRegression	MACCS	Average	Specificity	0.66517
Weighted	0	LogisticRegression	Klek	Unknown	Specificity	0.61852
Weighted	0	LogisticRegression	Klek	Low	Specificity	0.69078
Weighted	0	LogisticRegression	Klek	Average	Specificity	0.64986
Weighted	0	LogisticRegression	Klek	High	Specificity	0.69216
Unweighted	0	LogisticRegression	Klek	Unknown	Specificity	0.58426
Unweighted	0	LogisticRegression	Klek	Low	Specificity	0.66169
Unweighted	0	LogisticRegression	Klek	Average	Specificity	0.63967
Unweighted	0	LogisticRegression	Klek	High	Specificity	0.66667
Weighted	1	LogisticRegression	Klek	High	Specificity	0.75327
Weighted	1	LogisticRegression	Klek	Average	Specificity	0.72837
Weighted	1	LogisticRegression	Klek	Unknown	Specificity	0.53312
Weighted	1	LogisticRegression	Klek	Low	Specificity	0.72713
Unweighted	1	LogisticRegression	Klek	High	Specificity	0.73204
Unweighted	1	LogisticRegression	Klek	Average	Specificity	0.68548
Unweighted	1	LogisticRegression	Klek	Unknown	Specificity	0.53034
Unweighted	1	LogisticRegression	Klek	Low	Specificity	0.71394
Weighted	3	LogisticRegression	Klek	High	Specificity	0.72142
Weighted	3	LogisticRegression	Klek	Unknown	Specificity	0.445
Weighted	3	LogisticRegression	Klek	Low	Specificity	0.63315
Weighted	3	LogisticRegression	Klek	Average	Specificity	0.63721
Unweighted	3	LogisticRegression	Klek	High	Specificity	0.72868
Unweighted	3	LogisticRegression	Klek	Unknown	Specificity	0.46292
Unweighted	3	LogisticRegression	Klek	Low	Specificity	0.65708
Unweighted	3	LogisticRegression	Klek	Average	Specificity	0.66055
Weighted	4	LogisticRegression	Klek	High	Specificity	0.72943
Weighted	4	LogisticRegression	Klek	Low	Specificity	0.65835
Weighted	4	LogisticRegression	Klek	Average	Specificity	0.66133
Weighted	4	LogisticRegression	Klek	Unknown	Specificity	0.49576
Unweighted	4	LogisticRegression	Klek	High	Specificity	0.71965
Unweighted	4	LogisticRegression	Klek	Low	Specificity	0.65116
Unweighted	4	LogisticRegression	Klek	Average	Specificity	0.62697
Unweighted	4	LogisticRegression	Klek	Unknown	Specificity	0.45721
Weighted	2	LogisticRegression	Klek	High	Specificity	0.65324
Weighted	2	LogisticRegression	Klek	Average	Specificity	0.5932
Weighted	2	LogisticRegression	Klek	Low	Specificity	0.64068
Weighted	2	LogisticRegression	Klek	Unknown	Specificity	0.49507
Unweighted	2	LogisticRegression	Klek	High	Specificity	0.67538
Unweighted	2	LogisticRegression	Klek	Average	Specificity	0.60435
Unweighted	2	LogisticRegression	Klek	Low	Specificity	0.66443
Unweighted	2	LogisticRegression	Klek	Unknown	Specificity	0.47559
Weighted	0	LogisticRegression	Morgan	Unknown	Specificity	0.4301
Weighted	0	LogisticRegression	Morgan	Average	Specificity	0.58347
Weighted	0	LogisticRegression	Morgan	High	Specificity	0.6296
Weighted	0	LogisticRegression	Morgan	Low	Specificity	0.61296
Unweighted	0	LogisticRegression	Morgan	Unknown	Specificity	0.42079
Unweighted	0	LogisticRegression	Morgan	Average	Specificity	0.56694
Unweighted	0	LogisticRegression	Morgan	High	Specificity	0.63054
Unweighted	0	LogisticRegression	Morgan	Low	Specificity	0.57711
Weighted	1	LogisticRegression	Morgan	High	Specificity	0.75866
Weighted	1	LogisticRegression	Morgan	Unknown	Specificity	0.54275
Weighted	1	LogisticRegression	Morgan	Average	Specificity	0.72636
Weighted	1	LogisticRegression	Morgan	Low	Specificity	0.74203
Unweighted	1	LogisticRegression	Morgan	High	Specificity	0.77348
Unweighted	1	LogisticRegression	Morgan	Unknown	Specificity	0.52243
Unweighted	1	LogisticRegression	Morgan	Average	Specificity	0.70968
Unweighted	1	LogisticRegression	Morgan	Low	Specificity	0.73105
Weighted	2	LogisticRegression	Morgan	High	Specificity	0.80689
Weighted	2	LogisticRegression	Morgan	Unknown	Specificity	0.61161
Weighted	2	LogisticRegression	Morgan	Low	Specificity	0.7941
Weighted	2	LogisticRegression	Morgan	Average	Specificity	0.79023
Unweighted	2	LogisticRegression	Morgan	High	Specificity	0.77342
Unweighted	2	LogisticRegression	Morgan	Unknown	Specificity	0.57822
Unweighted	2	LogisticRegression	Morgan	Low	Specificity	0.75391
Unweighted	2	LogisticRegression	Morgan	Average	Specificity	0.73043
Weighted	3	LogisticRegression	Morgan	Unknown	Specificity	0.45065
Weighted	3	LogisticRegression	Morgan	Low	Specificity	0.55571
Weighted	3	LogisticRegression	Morgan	High	Specificity	0.64947
Weighted	3	LogisticRegression	Morgan	Average	Specificity	0.51882
Unweighted	3	LogisticRegression	Morgan	Unknown	Specificity	0.44737
Unweighted	3	LogisticRegression	Morgan	Low	Specificity	0.59292
Unweighted	3	LogisticRegression	Morgan	High	Specificity	0.68217
Unweighted	3	LogisticRegression	Morgan	Average	Specificity	0.58257
Weighted	4	LogisticRegression	Morgan	High	Specificity	0.69706
Weighted	4	LogisticRegression	Morgan	Unknown	Specificity	0.5185
Weighted	4	LogisticRegression	Morgan	Low	Specificity	0.68064
Weighted	4	LogisticRegression	Morgan	Average	Specificity	0.67421
Unweighted	4	LogisticRegression	Morgan	High	Specificity	0.72848
Unweighted	4	LogisticRegression	Morgan	Unknown	Specificity	0.54279
Unweighted	4	LogisticRegression	Morgan	Low	Specificity	0.69302
Unweighted	4	LogisticRegression	Morgan	Average	Specificity	0.66517
Weighted	0	LogisticRegression	ChemBERTa	High	Specificity	0.49378
Weighted	0	LogisticRegression	ChemBERTa	Unknown	Specificity	0.49447
Weighted	0	LogisticRegression	ChemBERTa	Average	Specificity	0.50621
Weighted	0	LogisticRegression	ChemBERTa	Low	Specificity	0.53677
Unweighted	0	LogisticRegression	ChemBERTa	High	Specificity	0.4844
Unweighted	0	LogisticRegression	ChemBERTa	Unknown	Specificity	0.49647
Unweighted	0	LogisticRegression	ChemBERTa	Average	Specificity	0.50083
Unweighted	0	LogisticRegression	ChemBERTa	Low	Specificity	0.5257
Weighted	3	LogisticRegression	ChemBERTa	Unknown	Specificity	0.50753
Weighted	3	LogisticRegression	ChemBERTa	Low	Specificity	0.69217
Weighted	3	LogisticRegression	ChemBERTa	High	Specificity	0.67447
Weighted	3	LogisticRegression	ChemBERTa	Average	Specificity	0.62072
Unweighted	3	LogisticRegression	ChemBERTa	Unknown	Specificity	0.51435
Unweighted	3	LogisticRegression	ChemBERTa	Low	Specificity	0.61283
Unweighted	3	LogisticRegression	ChemBERTa	High	Specificity	0.62532
Unweighted	3	LogisticRegression	ChemBERTa	Average	Specificity	0.54587
Weighted	1	LogisticRegression	ChemBERTa	High	Specificity	0.68061
Weighted	1	LogisticRegression	ChemBERTa	Average	Specificity	0.66925
Weighted	1	LogisticRegression	ChemBERTa	Unknown	Specificity	0.45352
Weighted	1	LogisticRegression	ChemBERTa	Low	Specificity	0.67418
Unweighted	1	LogisticRegression	ChemBERTa	High	Specificity	0.65746
Unweighted	1	LogisticRegression	ChemBERTa	Average	Specificity	0.64516
Unweighted	1	LogisticRegression	ChemBERTa	Unknown	Specificity	0.43799
Unweighted	1	LogisticRegression	ChemBERTa	Low	Specificity	0.66259
Weighted	4	LogisticRegression	ChemBERTa	Low	Specificity	0.64346
Weighted	4	LogisticRegression	ChemBERTa	Average	Specificity	0.65385
Weighted	4	LogisticRegression	ChemBERTa	Unknown	Specificity	0.44639
Weighted	4	LogisticRegression	ChemBERTa	High	Specificity	0.64744
Unweighted	4	LogisticRegression	ChemBERTa	Low	Specificity	0.64186
Unweighted	4	LogisticRegression	ChemBERTa	Average	Specificity	0.6427
Unweighted	4	LogisticRegression	ChemBERTa	Unknown	Specificity	0.43032
Unweighted	4	LogisticRegression	ChemBERTa	High	Specificity	0.66004
Weighted	2	LogisticRegression	ChemBERTa	Low	Specificity	0.58456
Weighted	2	LogisticRegression	ChemBERTa	Unknown	Specificity	0.38816
Weighted	2	LogisticRegression	ChemBERTa	High	Specificity	0.60817
Weighted	2	LogisticRegression	ChemBERTa	Average	Specificity	0.54198
Unweighted	2	LogisticRegression	ChemBERTa	Low	Specificity	0.58837
Unweighted	2	LogisticRegression	ChemBERTa	Unknown	Specificity	0.398
Unweighted	2	LogisticRegression	ChemBERTa	High	Specificity	0.61438
Unweighted	2	LogisticRegression	ChemBERTa	Average	Specificity	0.5587
Weighted	0	LogisticRegression	CDDD	Unknown	Specificity	0.41777
Weighted	0	LogisticRegression	CDDD	Average	Specificity	0.44695
Weighted	0	LogisticRegression	CDDD	Low	Specificity	0.47795
Weighted	0	LogisticRegression	CDDD	High	Specificity	0.48307
Unweighted	0	LogisticRegression	CDDD	Unknown	Specificity	0.42583
Unweighted	0	LogisticRegression	CDDD	Average	Specificity	0.4595
Unweighted	0	LogisticRegression	CDDD	Low	Specificity	0.48425
Unweighted	0	LogisticRegression	CDDD	High	Specificity	0.49425
Weighted	1	LogisticRegression	CDDD	Average	Specificity	0.71244
Weighted	1	LogisticRegression	CDDD	Unknown	Specificity	0.59501
Weighted	1	LogisticRegression	CDDD	High	Specificity	0.73886
Weighted	1	LogisticRegression	CDDD	Low	Specificity	0.66036
Unweighted	1	LogisticRegression	CDDD	Average	Specificity	0.66667
Unweighted	1	LogisticRegression	CDDD	Unknown	Specificity	0.58839
Unweighted	1	LogisticRegression	CDDD	High	Specificity	0.70994
Unweighted	1	LogisticRegression	CDDD	Low	Specificity	0.6357
Weighted	2	LogisticRegression	CDDD	High	Specificity	0.57094
Weighted	2	LogisticRegression	CDDD	Average	Specificity	0.59374
Weighted	2	LogisticRegression	CDDD	Unknown	Specificity	0.48045
Weighted	2	LogisticRegression	CDDD	Low	Specificity	0.54669
Unweighted	2	LogisticRegression	CDDD	High	Specificity	0.56427
Unweighted	2	LogisticRegression	CDDD	Average	Specificity	0.56739
Unweighted	2	LogisticRegression	CDDD	Unknown	Specificity	0.44931
Unweighted	2	LogisticRegression	CDDD	Low	Specificity	0.54586
Weighted	3	LogisticRegression	CDDD	Average	Specificity	0.50348
Weighted	3	LogisticRegression	CDDD	Unknown	Specificity	0.47554
Weighted	3	LogisticRegression	CDDD	Low	Specificity	0.56437
Weighted	3	LogisticRegression	CDDD	High	Specificity	0.51714
Unweighted	3	LogisticRegression	CDDD	Average	Specificity	0.52982
Unweighted	3	LogisticRegression	CDDD	Unknown	Specificity	0.48684
Unweighted	3	LogisticRegression	CDDD	Low	Specificity	0.57301
Unweighted	3	LogisticRegression	CDDD	High	Specificity	0.54522
Weighted	4	LogisticRegression	CDDD	Average	Specificity	0.5891
Weighted	4	LogisticRegression	CDDD	High	Specificity	0.57222
Weighted	4	LogisticRegression	CDDD	Low	Specificity	0.52225
Weighted	4	LogisticRegression	CDDD	Unknown	Specificity	0.45121
Unweighted	4	LogisticRegression	CDDD	Average	Specificity	0.53034
Unweighted	4	LogisticRegression	CDDD	High	Specificity	0.57837
Unweighted	4	LogisticRegression	CDDD	Low	Specificity	0.49535
Unweighted	4	LogisticRegression	CDDD	Unknown	Specificity	0.42176
Weighted	0	RandomForestClassifier	RDKit	Unknown	Specificity	0.57121
Weighted	0	RandomForestClassifier	RDKit	High	Specificity	0.59475
Weighted	0	RandomForestClassifier	RDKit	Average	Specificity	0.63207
Weighted	0	RandomForestClassifier	RDKit	Low	Specificity	0.6302
Unweighted	0	RandomForestClassifier	RDKit	Unknown	Specificity	0.556
Unweighted	0	RandomForestClassifier	RDKit	High	Specificity	0.56979
Unweighted	0	RandomForestClassifier	RDKit	Average	Specificity	0.59835
Unweighted	0	RandomForestClassifier	RDKit	Low	Specificity	0.57711
Weighted	1	RandomForestClassifier	RDKit	Average	Specificity	0.67633
Weighted	1	RandomForestClassifier	RDKit	Low	Specificity	0.64717
Weighted	1	RandomForestClassifier	RDKit	High	Specificity	0.67236
Weighted	1	RandomForestClassifier	RDKit	Unknown	Specificity	0.5172
Unweighted	1	RandomForestClassifier	RDKit	Average	Specificity	0.6371
Unweighted	1	RandomForestClassifier	RDKit	Low	Specificity	0.61369
Unweighted	1	RandomForestClassifier	RDKit	High	Specificity	0.63812
Unweighted	1	RandomForestClassifier	RDKit	Unknown	Specificity	0.50792
Weighted	4	RandomForestClassifier	RDKit	Unknown	Specificity	0.35876
Weighted	4	RandomForestClassifier	RDKit	High	Specificity	0.61519
Weighted	4	RandomForestClassifier	RDKit	Low	Specificity	0.58181
Weighted	4	RandomForestClassifier	RDKit	Average	Specificity	0.59729
Unweighted	4	RandomForestClassifier	RDKit	Unknown	Specificity	0.35208
Unweighted	4	RandomForestClassifier	RDKit	High	Specificity	0.56733
Unweighted	4	RandomForestClassifier	RDKit	Low	Specificity	0.53023
Unweighted	4	RandomForestClassifier	RDKit	Average	Specificity	0.52135
Weighted	3	RandomForestClassifier	RDKit	Unknown	Specificity	0.57387
Weighted	3	RandomForestClassifier	RDKit	High	Specificity	0.664
