faers_name	active	count
mylanta [ranitidine hydrochloride]	calcium carbonate : magnesium hydroxide : ranitidine	12
"mylanta \double strength\"""""	calcium carbonate : magnesium hydroxide	1
mylanta ^double strength^	calcium carbonate : magnesium hydroxide	2
mylanta aluminium hydroxide with magnesium hydroxide	aluminum hydroxide : calcium carbonate : magnesium hydroxide	8
mylanta ar	calcium carbonate : famotidine : magnesium hydroxide	10
mylanta ar acid reducer	calcium carbonate : magnesium hydroxide	5
mylanta double strength	calcium carbonate : magnesium hydroxide	9
mylanta double-strength	calcium carbonate : magnesium hydroxide	2
mylanta gas	calcium carbonate : magnesium hydroxide : simethicone	39
mylanta gas + liquid	calcium carbonate : magnesium hydroxide	1
mylanta gas maximum strength	aluminum hydroxide : calcium carbonate : magnesium hydroxide : simethicone	4
mylanta ii	aluminum hydroxide : calcium carbonate : magnesium hydroxide : simethicone	5
mylanta ii [aluminium hydroxide;magnesium hydroxide;simeticone]	aluminium : calcium carbonate : magnesium hydroxide : simethicone	1
mylanta max	calcium carbonate : magnesium hydroxide	7
mylanta maximum strenght	aluminum hydroxide : calcium carbonate : magnesium hydroxide : simethicone	1
mylanta maximum strength	aluminum hydroxide : calcium carbonate : magnesium hydroxide : simethicone	45
mylanta maximum strength classic flavor	calcium carbonate : magnesium hydroxide	1
mylanta original	calcium carbonate : magnesium hydroxide	18
mylanta otc	calcium carbonate : magnesium hydroxide	6
mylanta p	calcium carbonate : magnesium hydroxide	4
mylanta plus	calcium carbonate : magnesium hydroxide	32
mylanta plus                       /00416501/	calcium carbonate : magnesium hydroxide	2
mylanta plus                       /01043301/	calcium carbonate : magnesium hydroxide	1
mylanta plus [aluminium hydroxide;magnesium hydroxide;simeticone]	aluminium : calcium carbonate : magnesium hydroxide : simethicone	3
mylanta prn	calcium carbonate : magnesium hydroxide	1
mylanta sus	calcium carbonate : magnesium hydroxide	6
mylanta susp	calcium carbonate : magnesium hydroxide	1
mylanta suspension (mylanta)?	calcium carbonate : magnesium hydroxide	1
mylanta tablets unspecified	calcium carbonate : magnesium hydroxide	2
mylanta(aluminum hydroxide gel, dried, magnesium hydroxide, simeticone)	aluminium hydroxide : magnesium hydroxide : simethicone	1
mylanta(aluminum hydroxide, magnesium hydroxide, simethicone)(aluminum hydroxide, magnesium hydroxide simethicone)	aluminum hydroxide : calcium carbonate : magnesium hydroxide : simethicone	1
mylanta?	calcium carbonate : magnesium hydroxide	1
mylantaa	simethicone	1
mylen		1
mylepsin	primidone	10
mylepsinum	primidone	133
mylepsinum tabletten 250	primidone	1
myleran	busulfan	225
mylicon	dimethicone	34
mylicon (simethicone)	dimethicone : simethicone	5
mylicon (simeticone)	dimethicone : simethicone	3
mylicone	dimethicone	2
mylocaine	lidocaine	2
mylocort	ciprofloxacin : dexamethasone	2
mylone	clobetasol	1
mylotarg	gemtuzumab ozogamicin	1152
mylotarg                           /01278901/	gemtuzumab ozogamicin	7
mylotarg                           /01542102/	gemtuzumab ozogamicin	1
mylotarg 5 mg, poudre pour solution pour perfusion	amsacrine	1
mylotarg [gemtuzumab ozogamicin]	gemtuzumab ozogamicin	1
myloxan	meloxicam	1
myloxicam	meloxicam	3
mymix		8
mynbetrig	mirabegron	1
mynocycline	minocycline	1
myobloc		183
myobloc [botulinum toxin type b]	botulinum toxin type b	5
myocalm	piracetam	19
myocalm                            /00337701/	piracetam	3
myocalm /00337701/	piracetam	1
myocardis	telmisartan	1
myocet	doxorubicin	634
myocet                             /00330902/	doxorubicin	26
myocet                             /00330903/	doxorubicin	19
myocet - 50 mg polvere e additivi per concentrato per dispersione lipo		2
myocet /00330903/	doxorubicin	1
myocet 50 mg polvo y premezclas concentrado para dispersion liposomica	doxorubicin	6
myocet 50 mg powder, dispersion and solvent for concentrate for disper	doxorubicin	25
myocet 50mg polvo y premezclas concentrado para dispersion liposomica	doxorubicin	1
myocet liposomal 50 mg polvo, dispersion y disolvente para concentrado	doxorubicin	1
myocholine	bethanechol	94
myocholine (bethanechol)	bethanechol	1
myochrysine	sodium aurothiomalate	3376
myocin	mitomycin	3
myocophenolate mofetil	mycophenolate mofetil : mycophenolic acid	1
myocophenolic 180 mg dr tab	mycophenolic acid	1
myocor	nitroglycerin	118
myocor (glyceryl trinitrate)	nitroglycerin	2
myocor [glyceryl trinitrate]	nitroglycerin	4
myocor spray	nitroglycerin	2
myocor: spray	nitroglycerin	1
myocor:spray	nitroglycerin	5
myocord	nitroglycerin	2
myocrisin	sodium aurothiomalate	58
myodura	amlodipine	2
myofen	baclofen	20
myofen                             /00109201/	baclofen	1
myofen /00252601/	baclofen	1
myofen [baclofen]	baclofen	2
myofit	mycophenolate mofetil	1
myoflex	trolamine salicylate	42
myoflex                            /00021207/	trolamine salicylate	10
myoflex (canada)	trolamine salicylate	6
myoflex (trolamine salicylate)	trolamine salicylate	2
myoflex /00021207/	trolamine salicylate	1
myoflex [trolamine salicylate]	trolamine salicylate	2
myoflex analgesic creme	trolamine salicylate	120
myoflex cream	trolamine salicylate	1
myoflexin	chlorzoxazone	13
myofortic (mycophenolate sodium)	mycophenolic acid	1
myogrel	clopidogrel	3
myolastam	tetrazepam	1
myolastan	tetrazepam	173
myolastan (tetrazepam) (tetrazepam)	tetrazepam	2
myolgin	acetaminophen : chlorzoxazone	2
myolgin                            /00206801/	acetaminophen : chlorzoxazone	1
myolgin                            /00214401/	acetaminophen : chlorzoxazone	2
myonal	eperisone	395
myonal                             /00287502/	eperisone	64
myonal                             /01071502/	eperisone	28
myonal  (epirizole hydrochloride)	epirizole	2
myonal (eperisone hydrochloride)	eperisone	6
myonal (epirizole hydrochloride)	epirizole	2
myonal (japan)	eperisone	33
myonal (myo)	eperisone	20
myonal /00287502/	eperisone	6
myonal /00287502/ (epirizole hydrochloride)	epirizole	3
myonal /01071502/	eperisone	1
myonal [eperisone hydrochloride]	eperisone	18
myonal [epirizole hydrochloride]	epirizole	6
myonal//eperisone hydrochloride	eperisone	1
myoophenolate mofetil	mycophenolate mofetil : mycophenolic acid	1
myophen	mycophenolic acid	1
myophenolate mofetil	mycophenolate mofetil : mycophenolic acid	3
myophenolate tab	mycophenolate mofetil	1
myoplege	thiocolchicoside	2
myoprex	naproxen	1
myopridin	pridinol	14
myopril	enalapril	2
myopril (enalapril maleate)	enalapril : meloxicam	1
myopril /00574902/	enalapril	1
myoprin	acetylsalicylic acid	37
myoqinon	ubidecarenone	8
myorel	clopidogrel	4
myorelark	eperisone	22
myoril	enalapril	1
myorisan	isotretinoin	10978
myorisan 40 mg	isotretinoin	55
myoritmo	metildigoxin	1
myoscine butylbromide	butylscopolamine	1
myoside	diclofenac : thiocolchicoside	1
myoson direct	pridinol	2
myoson direkt	pridinol	1
myostan	clobazam	3
myostin		1
myotonine	bethanechol	2
myoview	tetrofosmin	1020
myoview                            /01238501/	tetrofosmin	3
myoview                            /02203201/	tetrofosmin	3
myoview /01238501/	tetrofosmin	2
myoview /02203201/	tetrofosmin	3
myoview [tetrofosmin;zinc chloride]	tetrofosmin	6
myozyme	alglucosidase alfa	1785
mypaid	ibuprofen	6
mypaid forte	ibuprofen	13
mypirocin ointment	mupirocin	1
mypol		126
mypol (acetaminophen + codeine phosphate + ibuprofen)	acetaminophen : codeine : ibuprofen	2
mypol (acetaminophen/codeine phosphate/ibuprofen)	acetaminophen : codeine : ibuprofen	5
mypol (codeine phosphate/ibuprofen/paracetamol)	acetaminophen : codeine : ibuprofen	1
mypol [codeine phosphate;ibuprofen;paracetamol]	acetaminophen : codeine : ibuprofen	40
myprdol	ibuprofen	1
myprin	acetylsalicylic acid	3
myprocam	cyclobenzaprine	9
myprocam er	cyclobenzaprine	4
myprodol	ibuprofen	25
myralax	polyethylene glycol	9
myrbelriq	mirabegron	2
myrbertiq	mirabegron	2
myrbertriq	mirabegron	2
myrbeteiq	mirabegron	1
myrbeteriq	mirabegron	2
myrbethrig	mirabegron	1
myrbetiq	mirabegron	10
myrbetirq	mirabegron	1
myrbetiz	mirabegron	1
myrbetri	mirabegron	3
myrbetri q	mirabegron	1
myrbetric	mirabegron	85
myrbetrig	mirabegron	7
myrbetrig 25mg astellas	mirabegron	5
myrbetriger	mirabegron	1
myrbetrigl	mirabegron	1
myrbetrio	mirabegron	3
myrbetrioq	mirabegron	1
myrbetriq	mirabegron	38865
myrbetriq 25 mg	mirabegron	1
myrbetriq 50	mirabegron	1
myrbetriq 50mg	mirabegron	1
myrbetriq er	mirabegron	49
myrbetriq extended release	mirabegron	2
myrbetriq extended release 24 hour	mirabegron	1
myrbetriq oral contraceptive	mirabegron	1
myrbetriq tab 25 mg	mirabegron	1
myrbetriq tab 25mg	mirabegron	4
myrbetriq tab 50mg	mirabegron	3
myrbetriq tb2 50mg	mirabegron	4
myrbetriq2	mirabegron	1
myrbetriqu	mirabegron	1
myrbetris	mirabegron	2
myrbetrix	mirabegron	1
myrbetriz	mirabegron	1
myrbetrlq	mirabegron	1
myrbetroq	mirabegron	1
myrbetrq	mirabegron	1
myrbetziq	mirabegron	3
myrbeyriq	mirabegron	1
myrbitriq	mirabegron	1
myrbletrig	mirabegron	1
myrbotriq	mirabegron	1
myrbretriq	mirabegron	2
myrbrtriq	mirabegron	2
myrebetriq	mirabegron	10
myrebtriq	mirabegron	2
myreetriq	mirabegron	1
myregetriq	mirabegron	1
myrept	mycophenolic acid	19
myretriq	mirabegron	5
myrhetriq	mirabegron	1
myribetriq	mirabegron	1
myrin                              /00077401/	thalidomide	1
myrin plus	thalidomide	2
myrmetriq	mirabegron	1
myrolax	polyethylene glycol	4
myrosor	ezetimibe : rosuvastatin	9
myroxin	pyridoxine	1
myroxylon balsamum		17
myrrh		12
myrrh oil		2
myrrhinil?intest		2
myrtaven		8
myrtazapine	mirtazapine	2
myrtol		22
myrvetriq	mirabegron	1
myser	cycloserine	485
myser                              /00115501/	cycloserine	45
myser                              /01249201/	cycloserine	82
myser  (difluprednate)	difluprednate	1
myser (cycloserine)	cycloserine	11
myser (difluprednate)	difluprednate	53
myser (japan)	cycloserine	24
myser /00115501/	cycloserine	2
myser /01249201/	cycloserine	2
myser 0..5%	cycloserine	1
myser [cycloserine]	cycloserine	7
myser [difluprednate]	difluprednate	191
myser cream	cycloserine	6
myser ointment	cycloserine	14
myser ointment 0.05%	cycloserine	3
myser: cream (difluprednate)	difluprednate	2
myser:cream	cycloserine	9
mysera		14
mysildecard	sildenafil	15
mysimba	bupropion : naltrexone	13
mysimba (naltrexone hcl/bupropion hcl) prolonged-release	bupropion : naltrexone	1
mysimba (naltrexone hcl/bupropion hcl) prolonged-release tablet	bupropion : naltrexone	14
mysimba (naltrexone hcl/bupropion hcl) prolonged-release tablets	bupropion : naltrexone	59
mysimba (naltrexone hcl/bupropion hcl) prolonged?release tablet	bupropion : naltrexone	2
mysimba (naltrexone hcl/bupropion hcl) prolonged?release tablets	bupropion : naltrexone	39
mysimba, marketed as contrave (nda 200063) in us	bupropion : naltrexone	1
myslee	zolpidem	3996
myslee (zolpidem tartrate)	zolpidem	28
myslee (zolpidem tartrate) (tablet) (zolpidem tartrate)	zolpidem	1
myslee (zolpidem tartrate) (zolpidem tartrate)	zolpidem	2
myslee (zolpidem)	zolpidem	7
myslee / zolpidem tartrate	zolpidem	3
myslee 5 mg	zolpidem	1
myslee(zolpidem tartrate)	zolpidem	1
myslee(zolpidem tartrate) (zolpidem tartrate)	zolpidem	1
mysolin	primidone	7
mysoline	primidone	1241
mysoline (primidone)	primidone	11
mysoline 250 mg, comprim? s?cable	primidone	1
"mysoline \astra\"""""	primidone	1
mysoline ^astra^	primidone	4
mysoline/prinidone	primidone	1
mysortic	mycophenolic acid	2
mystan	clobazam	732
mystatin	nystatin	6
mystatin /triamcinolone	nystatin : triamcinolone	1
mystatin oral liquid	nystatin	1
mystatin topical powder	nystatin	1
mystine (azelastine hydrochloride)	azelastine	1
mytab gas		4
mytear		27
mytear                             /00629201/		11
mytear                             /00883501/		16
mytear [boric acid;potassium chloride;sodium bicarbonate;sodium chlori	boric acid : potassium chloride : sodium bicarbonate : sodium chloride	15
mytear [calcium chloride dihydrate;potassium chloride]	calcium chloride : potassium chloride	5
mytedom	methadone	22
mytedon	methadone	11
mytelase	ambenonium	142
mytesi	crofelemer	145
mythylpred	methylprednisolone	1
mytocin	mitomycin	5
mytomycin	mitomycin	3
mytonin	mitomycin	10
mytonin                            /00052302/	bethanechol	1
mytorin	mitomycin	2
mytoxantrone	mitoxantrone	1
mytrebtriq	mirabegron	1
mytrocin	loteprednol : moxifloxacin	1
mytussin ac	codeine : guaifenesin	6
mytussin dac	codeine : guaifenesin : pseudoephedrine	9
myulanta	calcium carbonate : magnesium hydroxide	1
myultivitamin	multivitamin	2
myungin trazodone	trazodone	4
myungin trazodone hcl	trazodone	1
myvetriq	mirabegron	2
myvitla		2
myvlar	ethinylestradiol : gestodene	6
myzrbetriq	mirabegron	1
myzrila		1
mzyrtec	cetirizine	1
n ace		4
n acetilcisteina	acetylcysteine	1
n acetly l cysteine	acetylcysteine	1
n acetyl 1 cap cystine	acetylcysteine	1
n acetyl cystein	cysteine	14
n acetyl cysteine	cysteine	79
n acetyl l cystein	acetylcysteine	20
n acetyl l cysteine	acetylcysteine	4
n acetyl l-cysteine	acetylcysteine	1
n acetyl l. cysteine	acetylcysteine	1
n acetyl lysine	cysteine	1
n acetylcystein	cysteine	6
n acetylcysteine	acetylcysteine	13
n acetylcystenie	acetylcysteine	1
n aproxen	naproxen	1
n b		1
n fazodone	nefazodone	1
n human insulin	insulin	1
n icorandil (nicorandil)	nicorandil	1
n p thyroid	levothyroxine : liothyronine	5
n plate	romiplostim	1
n'itroderm(glyceryl trinitrate)	nitroglycerin	1
n,n- dimethyltryptamine	dimethyltryptamine	1
n-a-c by whole foods	acetylcysteine	1
n-ab paclitaxel	paclitaxel	1
n-aceryl cysteine	cysteine	1
n-acetalcystine	acetylcysteine	1
n-acetilcisteina	acetylcysteine	5
n-acetly-l-cysteine	acetylcysteine	1
n-acetlycistine	acetylcysteine	1
n-acetlycystine	acetylcysteine	1
n-acetyl carnitine	acetylcarnitine : levocarnitine	1
n-acetyl cisteine	cysteine	1
n-acetyl cysteine	acetylcysteine	77
n-acetyl cysteine (nac)	cysteine	1
n-acetyl cysteine ii	cysteine	1
n-acetyl cystine	cysteine	1
n-acetyl l-cysteine	acetylcysteine	3
n-acetyl-2-cysteine	cysteine	1
n-acetyl-butylbromide		1
n-acetyl-cisteine	cysteine	1
n-acetyl-cysteine	acetylcysteine	12
n-acetyl-cysteine (1200mg)	cysteine	1
n-acetyl-cysteine nac	cysteine	1
n-acetyl-cystine	cysteine	1
n-acetyl-i-cysteine	acetylcysteine	1
n-acetyl-l cysteine	acetylcysteine	1
n-acetyl-l pow cysteine	acetylcysteine	1
n-acetyl-l-cysteine	acetylcysteine	200
n-acetylcsysteine	acetylcysteine	2
n-acetylcsyteine	acetylcysteine	1
n-acetylcyesteine	acetylcysteine	1
n-acetylcystein	acetylcysteine	4
n-acetylcystein (acetylcysteine)	acetylcysteine	1
n-acetylcysteine	acetylcysteine	859
n-acetylcysteine (-acetylcysteine)	acetylcysteine	1
n-acetylcysteine (acetylcysteine)	acetylcysteine	5
n-acetylcysteine (acetylscysteine)	acetylcysteine	1
n-acetylcysteine (n-acetylcysteine)	acetylcysteine	3
n-acetylcysteine (paracetamol) unknown	acetylcysteine	2
n-acetylcysteine 10%	acetylcysteine	1
n-acetylcysteine nac	acetylcysteine	4
n-acetylcystine	acetylcysteine	5
n-acetylcystine (acetylcysteine)	acetylcysteine	1
n-acetylene-cysteine	cysteine	1
n-acetyli-2-cysteine	cysteine	1
n-acetyly-l-cysteine	acetylcysteine	1
n-acetyocysteine	acetylcysteine	1
n-butilbromuro de hioscina + dipirona	butylscopolamine : metamizole	1
n-butyl cyanoacrylate	enbucrilate	3
n-butyl-2-cyanoacrylate	enbucrilate	12
n-butyl-cyanoacrylate	enbucrilate	1
n-complex		1
n-demethyldiazepam	nordazepam	2
n-demethyltramadol	o-desmethyltramadol	1
n-desmethylclozapine	norclozapine	1
n-desmethylolanzapine	norclozapine	1
n-desmethyltramadol	o-desmethyltramadol	2
n-desmethylvenlafaxine	desvenlafaxine	5
n-ethyl deschloroketamine	eticyclidine	4
n-ethyldeschloroketamine	eticyclidine	4
n-ethylpentylone	n-ethylpentylone	4
n-methylephedrone	dl-methylephedrine	2
n-p thyroid	levothyroxine : liothyronine	1
n-plate	romiplostim	1
n.a.c.	acetylcysteine	2
n.p. thyroid	levothyroxine : liothyronine	2
n/w vitamin c	ascorbic acid	2
n/w vitamin e	vitamin e	2
n3d		1
n?3 fatty acids		1
n?acetil cisteina	acetylcysteine	1
n?acetul cystine	acetylcysteine	1
n?acetycysteine	acetylcysteine	1
n?acetyl cysteine	acetylcysteine	14
n?acetyl?cysteine	acetylcysteine	3
n?acetyl?l cysteine	acetylcysteine	1
n?acetyl?l?cysteine	acetylcysteine	55
n?acetylcysteine	acetylcysteine	212
n?acetylcystine	acetylcysteine	1
n?acytl?cystine	acetylcysteine	1
n?butyl?2?cyanoacrylate	enbucrilate	2
n?desmethyltramadol	o-desmethyltramadol	1
n?ethyl deschloroketamine	eticyclidine	2
n?ethyldeschloroketamine	eticyclidine	1
n?plate injection		1
na		4
na acetate	calcium acetate	5
na bicar	sodium bicarbonate	1
na bicarb	sodium bicarbonate	11
na bicarb isot le	sodium bicarbonate	3
na bicarbonate	sodium bicarbonate	9
na bicarbonate baxter		7
na cl nasal spray	sodium chloride	2
na ferrous citrate	tetraferric tricitrate decahydrate	2
na jia mei gai pu tao tang zhu she ye		7
na lactate	lactic acid	2
na phosphate		7
na valproate	valproic acid	2
na+ ferric gluconate, 250 mg sanofi-aventis u.s. llc	ferrous gluconate	2
na-thiopental	thiopental	1
naabak                             /01266803/	spaglumic acid	19
naabak (isospaglumic acid)	spaglumic acid	1
naabak (spaglumic acid)	spaglumic acid	4
naabak [spaglumic acid]	spaglumic acid	1
naaolol	nadolol	1
naaxia sine	spaglumic acid	1
nab (paclitaxel)	paclitaxel	2
nab paclitaxel	paclitaxel	33
nab-pacitaxel	paclitaxel	3
nab-paclitaxel	paclitaxel	1170
nab-paclitaxel albumin	albumin human : paclitaxel	1
nab?paclitaxel	paclitaxel	499
nab?paclitaxel (inv)	paclitaxel	3
nab?paclitaxel [abraxane]	paclitaxel	1
nabak	spaglumic acid	1
nabeprazole	rabeprazole	1
nabic 8.4%	sodium bicarbonate	3
nabila		17
nabila [memantine hydrochloride]	memantine	3
nabila [nebivolol hydrochloride]	nebivolol	4
nabilon	nabilone	1
nabilona	nabilone	2
nabilone	nabilone	2348
nabione	nabilone	1
nabivolol	nebivolol	2
nabiximols	nabiximols	720
nabizole	omeprazole	1
naboal                             /00372302/	diclofenac	10
naboal - slow release	carbidopa : levodopa	2
nabolin s		1
nabpaclitaxel	paclitaxel	2
nabradin	clopidogrel	3
nabratin	clopidogrel	8
nabroxen	naproxen	1
nabucox	nabumetone	77
nabudone	nabumetone	1
nabumaetone	nabumetone	1
nabumatone	nabumetone	16
nabumeatone	nabumetone	2
nabumentone	nabumetone	2
nabumetome	nabumetone	1
nabumeton	nabumetone	40
nabumetona	nabumetone	4
nabumetone	nabumetone	1436
nabumetone (nabumetone)	nabumetone	14
nabumetone (tablets)	nabumetone	1
nabumetone (talbets)	nabumetone	1
nabumetone (watson laboratories)	nabumetone	10
nabumetone tablets	nabumetone	12
nabumetone tablets usp	nabumetone	4
nabumetone(nabumetone)	nabumetone	1
nabumetone.	nabumetone	4042
nabunentone	nabumetone	1
nabunetone	nabumetone	3
naburnetone	nabumetone	1
nabuterol	salbutamol	1
nabuton	nabumetone	4
nabutone	nabumetone	4
nac		573
nac                                /00082801/		99
nac (acetylcystein)	acetylcysteine	7
nac (acetylcysteine)	acetylcysteine	48
nac (n-acetyl cysteine)	cysteine	3
nac (n-acetyl-cysteine)	cysteine	1
nac (n-acetylcysteine)	acetylcysteine	1
nac (n?acetylcysteine)	acetylcysteine	1
nac (united states)	bisoprolol : hydrochlorothiazide	8
nac 200		4
nac 500 (acetylcysteine)	acetylcysteine	2
nac 600		20
nac [acetylcysteine]	acetylcysteine	86
nac [diclofenac diethylamine]	diclofenac	1
nac [diclofenac sodium]	diclofenac	31
nac [piroxicam]	piroxicam	16
nac acute		1
nac al		10
nac brausetabletten	acetylcysteine	1
nac cn-acetylcystein	acetylcysteine	1
nac n-acetyl cysteine	cysteine	1
nac supplement	gamma-aminobutyric acid	3
nac supplements	gamma-aminobutyric acid	2
nac//acetylcysteine	acetylcysteine	1
nac1	sodium chloride	2
nac1 0.9% 10ml flush	sodium chloride	1
nacala		2
nacan nasl spray	sodium chloride	1
nacef [cefazolin]	cefazolin	1
nacetycysteine	acetylcysteine	1
nacetyl cysteine	acetylcysteine	1
nacetylcysteine	acetylcysteine	1
nacetylcysteine (nac)	acetylcysteine	1
nacetylcystene	acetylcysteine	2
naci	sodium chloride	5
naci (sodium chloride)	sodium chloride	1
naci 0.9% 1,000 ml bolus	sodium chloride	1
naci bolus	sodium chloride	1
nacl	sodium chloride	2367
nacl (0.45%)	sodium chloride	1
nacl (0.9%)	sodium chloride	1
nacl (nacl)	sodium chloride	2
nacl (sodium chlorde)	sodium chloride	1
nacl (sodium chloride)	sodium chloride	13
nacl (sodium, chlorure)	sodium chloride	1
nacl .9%	sodium chloride	160
nacl 0,9%	sodium chloride	5
nacl 0,9%, clear-flex	sodium chloride	2
nacl 0.2%	sodium chloride	1
nacl 0.65% nasal spray	sodium chloride	1
nacl 0.9 %	sodium chloride	4
nacl 0.9 iv solution	sodium chloride	9
nacl 0.9%	sodium chloride	169
nacl 0.9% 150 ml bag	sodium chloride	1
nacl 0.9% 250ml	sodium chloride	1
nacl 0.9% 250ml iv bag	sodium chloride	1
nacl 0.9% bolus	sodium chloride	9
nacl 0.9% intravenous solution bp	sodium chloride	34
nacl 0.9% iv	sodium chloride	1
nacl 0.9% solution (nacl 0.9%)?infusion	sodium chloride	1
nacl 0.9% usp	sodium chloride	26
nacl 10%	sodium chloride	5
nacl 3%	sodium chloride	4
nacl 7%	sodium chloride	1
nacl bolus	sodium chloride	2
nacl flush	sodium chloride	2
nacl iv	sodium chloride	1
nacl nasal spray	sodium chloride	2
nacl nasenspray	sodium chloride	1
nacl with kcl	potassium chloride : sodium chloride	2
nacl.	sodium chloride	1
nacl. 9%	sodium chloride	1
nacl.9%	sodium chloride	54
nacl0,9%	sodium chloride	6
nacl7%	sodium chloride	1
naclofen	aceclofenac	3
naclofen                           /00372302/	aceclofenac	1
naclofen [diclofenac sodium]	diclofenac	4
nacom	carbidopa : levodopa	309
nacom (sinemet)	carbidopa : levodopa	2
nacom - slow release	carbidopa : levodopa	2
nacom 100	carbidopa : levodopa	1
nacom 100 retard	carbidopa : levodopa	2
"nacom \dupont pharma\"""""	carbidopa : levodopa	2
nacom ^dupont pharma^	carbidopa : levodopa	1
nacom mite	carbidopa : levodopa	1
nacom ret 200	carbidopa : levodopa	1
nacom retard	carbidopa : levodopa	63
nacom retard 200	carbidopa : levodopa	1
nacon	carbinoxamine : pseudoephedrine : scopolamine	9
nacon                              /02077701/	carbinoxamine : pseudoephedrine : scopolamine	1
nacor		1
nacosel	acetylcysteine	6
nacro	acetaminophen : hydrocodone	13
nadadol	nadolol	3
nadalal	nadolol	2
nadalol	nadolol	39
nadaolol	nadolol	2
nadell		1
nadelol	nadolol	1
nadh	nadh	35
nadh supplement	cholecalciferol	1
nadifloxacin	nadifloxacin	106
nadifloxacina	nadifloxacin	1
nadilol	nadolol	1
nadine		2
nadixa	nadifloxacin	28
nadodol	nadolol	1
nadol	acetaminophen : diphenhydramine	45
nadol                              /00480001/	acetaminophen : diphenhydramine	6
nadol                              /00711301/	acetaminophen : diphenhydramine	1
nadol /00480001/	acetaminophen : diphenhydramine	3
nadolo	nadolol	4
nadoloe	nadolol	1
nadolol	nadolol	2680
nadolol (camber)	nadolol	1
nadolol (corgard)	nadolol	4
nadolol (nadalol)	nadolol	1
nadolol (nadolol)	nadolol	34
nadolol 20 mg	nadolol	6
nadolol 20 mg tablet (common brands: corgard)	nadolol	1
nadolol 40 mg	nadolol	2
nadolol dci	nadolol	2
nadolol sandoz	nadolol	3
nadolol tablet	nadolol	1
nadolol tablets	nadolol	1
nadolol tablets 20mg	nadolol	1
nadolol tablets usp, 40 mg	nadolol	1
nadolol tablets, usp	nadolol	42
nadolol(nadolol)	nadolol	3
nadolol, 20mg greenstone	nadolol	1
nadolol.	nadolol	4498
nadololo sanofi	nadolol	1
nadoxin [doxycycline hyclate]	doxycycline	1
nadoxol	ambroxol	24
nadozol	nadolol	1
nadril	phenelzine	1
nadrolone	nandrolone	2
nadropar	nadroparin	1
nadroparin	nadroparin	796
nadroparin                         /01437702/	nadroparin	10
nadroparin 7600 anti-xa units	nadroparin	1
nadroparin [nadroparin calcium]	nadroparin	2
nadroparin calcium	nadroparin	1271
nadroparin calcium?	nadroparin	1
nadroparin potassium	warfarin	2
nadroparin-calcium	nadroparin	2
nadroparin//nadroparin calcium	nadroparin	1
nadroparin/nadroparin calcium	nadroparin	1
nadroparina	nadroparin	10
nadroparina calcica	nadroparin	3
nadroparine	nadroparin	289
nadroparine (nadroparine calcium)	nadroparin	1
nadroparine calcium	nadroparin	8
nadroparine injvlst  9500ie/ml / brand name not specified	nadroparin	3
nadroparine injvlst  9500ie/ml / fraxiparine injvlst 2850ie/0,3ml  (95	nadroparin	4
nadroparine injvlst 9500ie/ml / brand name not specified	nadroparin	1
nadroparinum calcicum	nadroparin	24
nadroparinum calcium	nadroparin	12
nadsertralinehcl	sertraline	1
nadumetone	nabumetone	1
nadunetone	nabumetone	1
nafacillin	nafcillin	1
nafamostat	nafamostat	175
nafamostat                         /00903002/	nafamostat	6
nafamostat [nafamostat mesilate]	nafamostat	14
nafamostat mesilate	nafamostat	105
nafamostat mesilate (nafamostat mesilate) injection	nafamostat	1
nafamostat mesylate	nafamostat	82
nafarelin	nafarelin	6
nafarin	warfarin	1
nafarin [nafamostat mesilate]	nafamostat	1
nafasol	naproxen	9
nafatat	nafamostat	8
nafazadone	nefazodone	1
nafcillin	nafcillin	644
nafcillin for injection, usp	ampicillin	1
nafcillin injection, usp	nafcillin	1
nafcillin sodium	nafcillin	11
nafcillin sodium.	nafcillin	42
naficillin	nafcillin	5
nafrine	oxymetazoline	1
nafronyl	naftidrofuryl	53
nafronyl oxalate	naftidrofuryl	19
naftdil		4
nafticong 200	naftidrofuryl	1
naftidrofuryl	naftidrofuryl	282
naftidrofuryl                      /00247502/	naftidrofuryl	6
naftidrofuryl  [naftidrofuryl oxalate]	naftidrofuryl	1
naftidrofuryl (naftidrofuryl)	naftidrofuryl	2
naftidrofuryl /00247502/	naftidrofuryl	2
naftidrofuryl [naftidrofuryl oxalate]	naftidrofuryl	1
naftidrofuryl mylan	naftidrofuryl	1
naftidrofuryl oxalat	naftidrofuryl	2
naftidrofuryl oxalate	naftidrofuryl	84
naftidrofuryl oxylate	naftidrofuryl	1
naftidrofuryl/naftidrofuryl oxalate	naftidrofuryl	6
naftifine	naftifine	41
naftifine hydrochloride	nalfurafine	9
naftifine hydrochloride.	nalfurafine	6
naftifine.	naftifine	32
naftilong	naftidrofuryl	17
naftilux	naftidrofuryl	36
naftin	naftifine	337
naftopidil	naftopidil	610
naftopidil od	naftopidil	48
nag-oxide	magnesium oxide	1
naglazyme	galsulfase	3444
nagnesium-oxide	magnesium oxide	1
nahco3	sodium bicarbonate	80
nai xin [esomeprazole magnesium]	esomeprazole magnesium	2
naicin (nicontic acid)	niacin	1
naicin er	niacin	1
naicinamide	nicotineamide	1
nail vitamins	multivitamin	2
nails multivitamin	multivitamin	1
nails vitamins	multivitamin	1
nails, hair + skin		22
