faers_name	active	count
nair		3
naisin	tetryzoline	1
naispan	niacin	3
naitrexone	naltrexone	1
naixan	naproxen	624
naixan                             /00256201/	naproxen	191
naixan                             /00256202/	naproxen	5
naixan (naproxen)	naproxen	3
naixan /00256201/	naproxen	3
naixan /00256201/ (naproxen)	naproxen	1
naixan /00256202/	naproxen	3
naixan [naproxen sodium]	naproxen	34
naixan [naproxen]	naproxen	95
naixan//naproxen	naproxen	1
nak 200		2
nakasser	diltiazem	1
naklofen	diclofenac	22
naklofen                           /00372302/	diclofenac	2
naklofen (diclofenac sodium)	diclofenac	1
naklofen [diclofenac sodium]	diclofenac	1
naklofen duo	diclofenac	23
naklofen duo 75 mg	diclofenac	1
nakom	carbidopa : levodopa	27
nakom mite	carbidopa : levodopa	11
nakom mitte	carbidopa : levodopa	1
nal-irino	naphazoline	1
nal?irino	naphazoline	1
nalador	sulprostone	37
nalador-500	sulprostone	3
nalador?500	sulprostone	1
nalapres	hydrochlorothiazide : lisinopril	16
nalapril	enalapril	7
nalaxone	naloxone	2
nalbufin	nalbuphine	16
nalbumetone	nabumetone	1
nalbuphin	nalbuphine	2
nalbuphine	nalbuphine	491
nalbuphine (chlorhydrate de)	nalbuphine	3
nalbuphine (nalbuphine)	nalbuphine	2
nalbuphine (nalbuphine) (nalbuphine)	nalbuphine	1
nalbuphine /00534802/	nalbuphine	1
nalbuphine chlorhydrate	nalbuphine	1
nalbuphine hcl	nalbuphine	19
nalbuphine hydrochloride	nalbuphine	89
nalbuphine hydrochloride injection	naloxone	1
nalbuphine hydrochloride.	nalbuphine	197
nalbuphine mylan	nalbuphine	14
nalbuphine renaudin (non-az product)	nalbuphine	2
nalbuphini hydrochloridum	nalbuphine	1
nalcrom	cromoglicic acid	115
nalcron	cromoglicic acid	1
naldebain	dinalbuphine sebacate	2
naldecon	acetaminophen : carbinoxamine : phenylephrine	2
naldecon (carbinoxamine maleate\\phenylephrine hydrochloride\\phenylpropanolamine hydrochloride\\phenyltoloxamine citrate)	acetaminophen : carbinoxamine : phenylephrine : phenylpropanolamine : phenyltoloxamine	1
naldecon (carbinoxamine/paracetamol/phenylephrine)	acetaminophen : carbinoxamine : phenylephrine	1
naldecon [carbinoxamine maleate;paracetamol;phenylephrine hydrochlorid	acetaminophen : carbinoxamine : phenylephrine	4
naldemedina	naldemedine	2
naldemedine	naldemedine	176
naldemedine tosilate	naldemedine	70
naldemedine tosylate	naldemedine	83
naldemedine, placebo		1
naldolol	nadolol	3
naldolol 40mg mylan	nadolol	1
nalex		2
nalex-a	chlorpheniramine : phenylephrine : phenyltoloxamine	2
nalex?a	chlorpheniramine : phenylephrine : phenyltoloxamine	1
nalfurafine	nalfurafine	15
nalfurafine hydrochloride	nalfurafine	79
nalfurafine hydrochloride od	nalfurafine	9
nalfurafne	nalfurafine	1
nalgesic	naproxen	2
nalgesic /00383502/	naproxen	1
nalgesin	naproxen	24
nalgesin                           /00044201/	naproxen	1
nalgesin                           /00256201/	naproxen	2
nalgesin                           /00256202/	naproxen	2
nalgesin /00044201/	naproxen	1
nalgesin /00256202/	naproxen	6
nalgesin forte	naproxen	10
nalgesin forte 550 mg	naproxen	5
nalidixic acid	nalidixic acid	41
nalixone	naloxone	2
nalmefene	nalmefene	139
nalmefene /01318602/	nalmefene	1
nalmefene hydrochloride	nalmefene	15
nalmefene hydrochloride dihydrate	nalmefene	41
nalopril	enalapril	2
nalotil	metamizole	2
nalox	metronidazole	7
nalox                              /00012501/	metronidazole	1
naloxan	naloxone	1
naloxegol	naloxegol	385
naloxegol (oxalate)	naloxegol	1
naloxegol acetate	acetate : naloxegol	1
naloxegol oxalate	naloxegol	256
naloxegol oxalate (787509)	naloxegol	2
naloxegol oxalate.	naloxegol	63
naloxen	naloxone	2
naloxicam	meloxicam	1
naloxine	naloxone	1
naloxol	ambroxol	1
naloxome	naloxone	1
naloxon	naloxone	168
naloxon and tilidin	naloxone : tilidine	1
naloxon hydrochloride	naloxone	1
naloxon/oxikodon	naloxone : oxycodone	1
naloxon/oxycodon	naloxone : oxycodone	7
naloxon/tilidin	naloxone : tilidine	54
naloxon/tilidin (valeron)	tilidine	2
naloxon/tilidine	naloxone : tilidine	2
naloxona	naloxone	6
naloxona                           /00328002/	naloxone	1
naloxona /00328001/	naloxone	1
naloxona [naloxone]	naloxone	1
naloxone	naloxone	3865
naloxone                           /00328002/	naloxone	5
naloxone (naloxone hydrochloride)	naloxone	19
naloxone (naloxone)	naloxone	2
naloxone (narcan)	naloxone	7
naloxone (oral)	naloxone	1
naloxone + oxicodone	naloxone : oxycodone	1
naloxone + pentazocine	naloxone : pentazocine	3
naloxone / oxycodone	naloxone : oxycodone	2
naloxone / tilidine	naloxone : tilidine	1
naloxone /00328002/	naloxone	2
naloxone /oxycodone	naloxone : oxycodone	6
naloxone 2 mg	naloxone	1
naloxone [naloxone hydrochloride]	naloxone	11
naloxone accord	naltrexone	1
naloxone and oxycodone	naloxone : oxycodone	1
naloxone chlorhydrate de	naltrexone	1
naloxone hc	naloxone	1
naloxone hci	naloxone	3
naloxone hcl	naloxone	424
naloxone hcl naloxone hydrochloride	naloxone	1
naloxone hcl w/ oxycodone hcl	naloxone : oxycodone	7
naloxone hcl w/oxycodone hcl	naloxone : oxycodone	59
naloxone hcl;oxycodone hcl	naloxone : oxycodone	7
naloxone hydrochloride	naloxone	423
naloxone hydrochloride (+) oxycodone hydrochloride	naloxone : oxycodone	4
naloxone hydrochloride (+) tilidine hydrochloride	naloxone : tilidine	21
naloxone hydrochloride (naloxone hydrochloride)	naloxone	1
naloxone hydrochloride + oxycodone hydrochloride	naloxone : oxycodone	2
naloxone hydrochloride /tilidine hydrochloride	naloxone : tilidine	1
naloxone hydrochloride dihydrate	naloxone	9
naloxone hydrochloride dihydrate.	naloxone	4
naloxone hydrochloride injection	naloxone	1
naloxone hydrochloride plus oxycodone hydrochloride	naloxone : oxycodone	3
naloxone hydrochloride w/oxycodone hydrochlor	hydrocodone : naloxone	25
naloxone hydrochloride w/oxycodone hydrochloride	naloxone : oxycodone	1
naloxone hydrochloride w/tilidine hydrochlo.	naloxone : tilidine	9
naloxone hydrochloride w/tilidine hydrochlori	naloxone : tilidine	78
naloxone hydrochloride w/tilidine phosphate	naloxone : tilidine	5
naloxone hydrochloride, oxycodone hydrochloride	naloxone : oxycodone	12
naloxone hydrochloride, tilidine hydrochloride	naloxone : tilidine	10
naloxone hydrochloride,oxycodone hydrochloride	naloxone : oxycodone	13
naloxone hydrochloride,tilidine hydrochloride	naloxone : tilidine	6
naloxone hydrochloride.	naloxone	529
naloxone hydrochloride/ tilidine hydrochloride	naloxone : tilidine	2
naloxone hydrochloride/ tilidine phosphate	naloxone : tilidine	1
naloxone hydrochloride/oxycodone hydrochloride	naloxone : oxycodone	24
naloxone hydrochloride/tilidine hydrochloride	naloxone : tilidine	176
naloxone hydrochloride/tilidine phosphate	naloxone : tilidine	4
naloxone hydrochloride;oxycodone hydrochloride	naloxone : oxycodone	23
naloxone hydrochloride;tilidine hydrochloride	naloxone : tilidine	49
naloxone hydrochloride;tilidine phosphate	naloxone : tilidine	4
naloxone hydrochloride\\oxycodone hydrochloride	naloxone : oxycodone	1751
naloxone hydrochloride\\pentazocine hydrochloride	naloxone	1
naloxone hydrochloride\\tilidine hydrochloride	naloxone : tilidine	1218
naloxone mylan 0,4 mg/1 ml, solution injectable en ampoule	naloxone	1
naloxone nasal spray	mometasone furoate	9
naloxone tablets	buprenorphine : naloxone	1
naloxone tilidine	naloxone : tilidine	2
naloxone w/ oxycodone	naloxone : oxycodone	7
naloxone w/oxycodone	naloxone : oxycodone	181
naloxone w/pentazocine	naloxone : pentazocine	5
naloxone w/tilidine	naloxone : tilidine	107
naloxone+oxycodone	naloxone : oxycodone	3
naloxone+pentazocine	naloxone : pentazocine	1
naloxone+tilidine	naloxone : tilidine	4
naloxone, oxycodone	naloxone : oxycodone	11
naloxone, tilidine	naloxone : tilidine	30
naloxone, tilidine,	naloxone : tilidine	1
naloxone,oxycodone	naloxone : oxycodone	4
naloxone,tilidine	naloxone : tilidine	9
naloxone-narcan	naloxone	1
naloxone-pentazocine	naloxone : pentazocine	1
naloxone/ tilidine	naloxone : tilidine	1
naloxone/buprenorphine	buprenorphine : naloxone	1
naloxone/oxycodone	naloxone : oxycodone	45
naloxone/pentazocine	naloxone : pentazocine	1
naloxone/tilidine	naloxone : tilidine	54
naloxone; oxycodone	naloxone : oxycodone	2
naloxone;oxycodne	naloxone : oxycodone	1
naloxone;oxycodone	naloxone : oxycodone	68
naloxone;tilidine	naloxone : tilidine	114
naloxone?oxycodone	naloxone : oxycodone	2
naloxone\\oxycodone	naloxone : oxycodone	3
naloxone\\pentazocine	naloxone : pentazocine	4
naloxone~~buprenorphine	buprenorphine : naloxone	6
naloxoni hydrochloridum	naloxone	2
naloxoni hydrochloridum dihydricum	ondansetron	1
naloxoone	naloxone	1
nalrium bicorbonat	sodium bicarbonate	1
naltexone	naltrexone	3
naltokinase	nattokinase	1
naltraxone	naltrexone	3
naltraxone hcl	naltrexone	1
naltresone	naltrexone	1
naltrex	valaciclovir	11
naltrexin	naltrexone	5
naltrexine	naltrexone	1
naltrexol	naltrexone	1
naltrexole	naltrexone	1
naltrexon	naltrexone	63
naltrexon hcl	naltrexone	2
naltrexona	naltrexone	4
naltrexona (2458a)	naltrexone	1
naltrexona (naltrexone)	naltrexone	2
naltrexona /00723401/	naltrexone	1
naltrexona accord	naltrexone	2
naltrexone	naltrexone	5921
naltrexone                         /00723402/	naltrexone	10
naltrexone (chlorhydrate de)	naltrexone	12
naltrexone (chlorhydrate de) 50 mg	naltrexone	1
naltrexone (hydrochloride of)	naltrexone	1
naltrexone (naltrexone hydrochloride)	naltrexone	3
naltrexone (naltrexone)	naltrexone	16
naltrexone (naltrexone) (naltresone)	naltrexone	1
naltrexone (naltrexone) (naltrexone)	naltrexone	1
naltrexone /00723402/	naltrexone	2
naltrexone 4.5 mg	naltrexone	2
naltrexone 4.5mg	naltrexone	1
naltrexone 4.5mg (low dose)	naltrexone	1
naltrexone 50 mg	naltrexone	4
naltrexone 50mg	naltrexone	7
naltrexone 50mg tabs	naltrexone	1
naltrexone [naltrexone hydrochloride]	naltrexone	26
naltrexone accord	naltrexone	12
naltrexone accord us	naltrexone	1
naltrexone bupropion	bupropion : naltrexone	1
naltrexone h	naltrexone	1
naltrexone hc 50mg	naltrexone	1
naltrexone hci	naltrexone	6
naltrexone hcl	naltrexone	403
naltrexone hcl (naltrexone hydrochloride)	naltrexone	1
naltrexone hcl 4.5 mg	naltrexone	1
naltrexone hcl 50 mg	naltrexone	1
naltrexone hcl anhydrous	naltrexone	5
naltrexone hcl naltrexone	naltrexone	1
naltrexone hydrochloride	naltrexone	611
naltrexone hydrochloride (naltrexone hydrochloride)	naloxone	2
naltrexone hydrochloride 50 mg tablet	naltrexone	4
naltrexone hydrochloride tablets usp	methadone	1
naltrexone hydrochloride, oxycodone hydrochloride	naloxone : oxycodone	4
naltrexone hydrochloride.	naltrexone	282
naltrexone hydrochloride/oxycodone hydrochloride	naloxone : oxycodone	4
naltrexone hydrochloride\\oxycodone hydrochloride	naloxone : oxycodone	2
naltrexone implant	naltrexone	2
naltrexone low dose	naltrexone	5
naltrexone low dose 4.5mg	naltrexone	1
naltrexone mylan	naltrexone	1
naltrexone mylan 50 mg, comprime pellicule secable	naltrexone	1
naltrexone tab	naltrexone	3
naltrexone tab 50 mg	naltrexone	2
naltrexone tab 50mg	naltrexone	3
naltrexone, 1.5 mg conrad-marr drug	naltrexone	1
naltrexone, 1mg	naltrexone	1
naltrexone, bupropion	bupropion : naltrexone	294
naltrexone, bupropion vs placebo		4
naltrexone/bupropion	bupropion : naltrexone	1
naltrexone/naltrexone hydrochloride	naltrexone	65
naltrexonebupropion hcl	bupropion : naltrexone	1
naltrexonenaltrexone	naltrexone	1
naltroxene	naltrexone	1
naltroxin	naltrexone	1
naltroxine low dose	naltrexone	1
naltroxone	naltrexone	2
nalufin	nalbuphine	2
nalxone	naloxone	1
namanda	memantine	3
namanda xr	memantine	3
namaxir 15 mg solution for injection in prefilled syringe	etanercept	1
nambenda	memantine	1
nambuetone	nabumetone	1
nambumetone	nabumetone	7
nambutone	nabumetone	7
nameda	memantine	9
nameda (memantine hydrochloride)	memantine	1
nameda xr	memantine	2
namedia	memantine	3
namedna (memantine hydrochloride)	memantine	1
namedna er	memantine	1
namemda	memantine	2
namenba xr	memantine	1
namenda	memantine	6445
namenda ( memantine hydrochloride)	memantine	1
namenda (memantine hydochloride)	memantine	1
namenda (memantine hydochloride) (unknown)	memantine	1
namenda (memantine hydrochlordie)	memantine	1
namenda (memantine hydrochloride)	memantine	63
namenda (memantine hydrochloride) (memantine hydrochloride)	memantine	3
namenda (memantine hydrochloride) (unknown)	memantine	7
namenda (memantine hydrochloride0 (unknown)	memantine	1
namenda (memantine hydrocyloride)	memantine	1
namenda (memantine)	memantine	2
namenda (non?abbvie)	memantine	1
namenda 10mg	memantine	4
namenda 5 mg	memantine	1
namenda 5mg	memantine	3
namenda er	memantine	1
namenda extended release	memantine	1
namenda xl	memantine	4
namenda xr	memantine	1073
namenda xr (extended release)	memantine	1
namenda xr (memantine hydrochloride)	memantine	2
namenda xv	memantine	1
namenda(memantine hydrochloride)	memantine	2
namendo	memantine	1
namenta	memantine	1
namentadine	amantadine	2
nami-a	nami-a	3
namida	memantine	1
naminda	memantine	3
naminda xr	memantine	1
namirin	galantamine	1
nammenda	memantine	1
namneda xr	memantine	1
namotrix	lamotrigine	1
namumetone	nabumetone	2
namzaric	donepezil : memantine	717
nandolol	nadolol	1
nandrolone	nandrolone	187
nandrolone decanoate	nandrolone	26
nandrolone decanoate (mandrolone decanoate)	nandrolone decanoate	1
nandrolone decanoate (watson laboratories)	nandrolone decanoate	3
nandrolone decanoate.	nandrolone	57
nandrolone decanote	nandrolone	1
nandrolone/nandrolone cyclohexylpropionat/nandrolone decanoate/nandrolone phenpropionate/nandrolone	nandrolone	2
nanocort	triamcinolone	3
nanogam		55
nanogreens (greenfood supplement powder)		1
nanoliposmal irinotecan	irinotecan	1
nanoliposomal irinatecan	irinotecan	2
nanoliposomal irinotecan	irinotecan	35
nanoliposomal irinotecan 113.5mg	irinotecan	1
nanoliposomal irinotecan 132.4 mg	irinotecan	1
nanoliposomal irinotecan 132.4mg	irinotecan	1
nanoliposomal irinotecan 43 mg/m2	irinotecan	2
nanoliposomal irinotecan 50mg/m2	irinotecan	1
nanoliposomal irinotecan 50mg/m2=88.2mg,	irinotecan	1
nanoliposonal irinotecan 50 mg/m2	irinotecan	2
nanolipsosomal irinotecan	irinotecan	14
nanovm 4 to 8 years		10
naok therapy (new oral anticoagulants) with endoxaban	edoxaban	1
naomaitong		1
naomi	ethinylestradiol : levonorgestrel	2
naonex	mometasone furoate	1
naoroxen	naproxen	2
naotamin	nafamostat	23
naotamin (nafomostat mesilate)	nafamostat	1
naoxintong		2
naoxone	naloxone	1
nap - paclitaxel	paclitaxel	1
napa (acetaminophen)	acetaminophen	2
napabucasin	napabucasin	49
napacin	naproxen	3
napacod	acetaminophen : codeine	8
napageln	felbinac	39
napanol	morphine	1
naparoxen	naproxen	3
naparoxin	naproxen	1
napeglride	nateglinide	1
napeoxen	naproxen	1
napharzol	naphazoline	4
naphazoline	naphazoline	78
naphazoline (naphazoline)	naphazoline	1
naphazoline + pheniramine	naphazoline : pheniramine	7
naphazoline hcl	naphazoline	9
naphazoline hcl.012%, polysorbate 80 .2%, rohto	naphazoline	8
naphazoline hydrochloride	naphazoline	103
naphazoline hydrochloride and pheniramine mal	naphazoline : pheniramine	1
naphazoline hydrochloride and pheniramine maleate	naphazoline : pheniramine	2
naphazoline hydrochloride w/pheniramine	naphazoline : pheniramine	2
naphazoline hydrochloride.	naphazoline	21
naphazoline hydrochloride/pheniramine maleate	naphazoline : pheniramine	6
naphazoline hydrochloride;pheniramine	naphazoline : pheniramine	1
naphazoline hydrochloride\\pheniramine maleate	naphazoline : pheniramine	7
naphazoline hydrochloride\\zinc sulfate	naphazoline : zinc sulfate	1
naphazoline nitrate	naphazoline	19
naphazoline nitrate/phenylephrine hydrochloride/prednisolone	naphazoline : phenylephrine : prednisolone	1
naphazoline(naphazoline)	naphazoline	1
naphazoline-phenirame	naphazoline : pheniramine	1
naphazoline-pheniramine	naphazoline : pheniramine	2
naphazoline/pheniramine	naphazoline : pheniramine	6
naphazoline;pheniramine	naphazoline : pheniramine	2
naphazolini nitras	naphazoline	1
naphazolinum	naphazoline	1
naphcon	naphazoline	36
naphcon a	naphazoline	288
naphcon-a	naphazoline : pheniramine	9
naphcon-a                          /00827001/	naphazoline	1
naphthadone		1
naphthalene	naphtalene	3
napioxen sod	naproxen	1
napizole	omeprazole	4
napizole                           /00661201/	omeprazole	3
napizole [omeprazole]	omeprazole	3
naporafenib		110
naporafenib.		51
naporoxen	naproxen	1
naporsyn [ibuprofen]	ibuprofen : naproxen	1
naporxen	naproxen	1
napoxen	naproxen	22
napoxen (all other therapeutic products)	amlodipine : valsartan	1
napoxene	naproxen	1
napoxon	naproxen	1
napoxren	naproxen	1
napr-oxen	naproxen	1
napracin	naproxen	3
naprapac	naproxen	2
napratec	esomeprazole : naproxen	1
napraxen	naproxen	2
napraxon	naproxen	1
naprazole	aripiprazole	2
naprelan	naproxen	282
naprelan (naproxen sodium)	naproxen	4
naprelan ^elan^	naproxen	1
napren	enalapril	16
naprexeno	naproxen	1
napril	enalapril	2
naprilene	enalapril	63
naprin	enalapril	4
naprix	ramipril	228
naprix                             /00885601/	ramipril	1
naprix [hydrochlorothiazide,ramipril]	hydrochlorothiazide : ramipril	2
naprix [ramipril]	ramipril	1
naprix a	ramipril	31
naprix a                           /01727701/	ramipril	1
naprix d	ramipril	39
napro-a	naproxen	12
napro?a	naproxen	3
naprobene	naproxen	17
naprobene (naproxen)	naproxen	1
naprobene 250mg ? filmtabletten	naproxen	1
naprobene 500 mg - filmtabletten	naproxen	3
naprobene 500 mg ? filmtabletten	naproxen	2
naprobene 500 mg filmtabletten	naproxen	2
naprobene 500mg - filmtabletten	naproxen	1
naprobene 500mg filmtabletten	naproxen	1
naprocin	capreomycin	4
naprocur	naproxen	1
naproen	naproxen	1
naprofen	naproxen	7
naprofen [naproxen]	naproxen	2
naprogen	naproxen	4
naproken	naproxen	1
naprokin	naproxen	1
naproksen	naproxen	4
naprometin	naproxen	9
napromex	naproxen	6
napron [enalapril maleate]	enalapril	3
napronax	naproxen	2
napronen	naproxen	1
naprosan	naproxen	1
naprosen	naproxen	17
naprosen (non-abbott)	naproxen	1
naprosin	naproxen	3
naprosn /00256201/	naproxen	1
naproson	naproxen	5
naprossene	naproxen	2
naprosyn	naproxen	10165
naprosyn                           /00256201/	naproxen	98
naprosyn                           /00256202/	naproxen	12
naprosyn ( naproxen)	naproxen	2
naprosyn (naprosyn)	naproxen	2
naprosyn (naproxen sodium)	naproxen	6
naprosyn (naproxen)	naproxen	40
naprosyn (naproxen) (unknown)?	naproxen	1
naprosyn /00256201/	naproxen	40
naprosyn /00256201/ (naproxen)	naproxen	2
naprosyn /00256202/	naproxen	1
naprosyn 500	naproxen	1
naprosyn [naproxen sodium]	naproxen	3
naprosyn [naproxen]	naproxen	9
naprosyn e	naproxen	201
naprosyn ec	naproxen	19
naprosyn er	naproxen	1
naprosyn g	naproxen	1
naprosyn prn	naproxen	2
naprosyn sodium	naproxen	7
naprosyn-e	naproxen	6
naprosyn-ec	naproxen	6
naprosyn/00256201/	naproxen	1
naprosyn/naproxen	naproxen	4
naprosyn?e	naproxen	10
naprosyne	naproxen	135
naprosyne tablet	naproxen	3
naprotec	esomeprazole : naproxen	1
naprox	naproxen	13
naprox                             /00256201/	naproxen	2
naprox                             /00256202/	naproxen	1
naprox /00256201/	naproxen	1
naprox /00256202/	naproxen	1
naprox [naproxen]	naproxen	6
naprox d	ramipril	1
naproxan	naproxen	7
naproxan sodium	naproxen	1
naproxe	naproxen	1
naproxeb	naproxen	1
naproxedn	naproxen	1
naproxem	naproxen	2
naproxem sodium	naproxen	1
naproxen	naproxen	29289
naproxen                                /pol/	naproxen	2
