SMILES	Cluster_ID	Fold
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	13	3
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	13	3
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1	158	3
C=CC(N)CCC(=O)O	159	4
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1	37	3
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1	37	3
C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	160	0
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1	161	1
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	38	2
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	162	2
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O	163	3
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	164	4
C=CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C	165	0
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21	166	4
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	11	4
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5	167	2
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC	168	3
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	39	1
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1	169	4
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1	170	0
C=CN1CCCC1=O	171	1
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C	172	2
C=O	173	3
CC#CC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	174	4
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12	175	0
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C	176	1
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21	177	2
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21	178	3
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	179	1
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1	180	0
CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N	14	2
CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N	14	2
CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N	14	2
CC(=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N	181	1
CC(=C(OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1	182	2
CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O	183	3
CC(=NC#N)N(C)Cc1ccc(Cl)nc1	184	4
CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O	185	0
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	0	0
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O	9	1
CC(=O)C12OC(C)(c3ccccc3)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C	186	1
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C	187	2
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	188	3
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	15	0
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C	189	4
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	190	0
CC(=O)CCC(=O)O	191	4
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	192	2
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	193	3
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I	194	4
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	195	0
CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	6	2
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	196	1
CC(=O)N=c1sc(S(N)(=O)=O)nn1C	197	2
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	198	3
CC(=O)NC(CCC(N)=O)C(=O)O	199	4
CC(=O)NC(CS)C(=O)O	200	0
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO	40	0
CC(=O)NC1CC(NC(C)(C)C)CCC1N1CCC(Nc2ncnc3cc(C(C)(C)C)nn23)C1=O	201	1
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	202	2
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	203	3
CC(=O)NS(=O)(=O)c1ccc(N)cc1	204	2
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I	205	1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	41	4
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	206	2
CC(=O)Nc1ccc(C(=O)O)cc1	207	3
CC(=O)Nc1ccc(CC(=O)O)cc1	208	4
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1	209	0
CC(=O)OC(C)C[N+](C)(C)C	210	1
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C	211	2
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C	212	3
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C	213	4
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C	214	0
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C	215	1
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3C(C)CC21C	216	0
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O	217	3
CC(=O)OC1CC2CCC1(C)C2(C)C	218	4
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1	42	3
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1	42	3
CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21	219	0
CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=Cc5c(cnn5-c5ccccc5)CC4(C)C3C(O)CC21C	220	1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	0	0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	0	0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C	43	1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	0	0
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C	221	2
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	15	0
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1	222	3
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	223	4
CC(=O)OCC(COC(C)=O)OC(C)=O	224	0
CC(=O)OCC(COc1ccc(C(C)(C)c2ccc(OCC(CCl)OC(C)=O)cc2)cc1)OC(C)=O	225	1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1	226	2
CC(=O)OCC[N+](C)(C)C	227	3
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O	228	4
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12	229	2
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1	230	2
CC(=O)Oc1ccccc1C(=O)O	231	3
CC(=O)Oc1ccccc1Nc1c(Cl)cccc1Cl	232	4
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12	233	0
CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O	234	1
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	235	2
CC(=O)[O-]	236	3
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	237	4
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	238	0
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2	44	1
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2	239	1
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	240	2
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	241	0
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1	242	4
CC(C(=O)O)c1ccc(C(=O)c2ccco2)cc1	243	0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1	244	1
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1	245	2
CC(C(=O)O)c1ccc(Nc2ccccc2C(=O)O)cc1	246	3
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2	247	4
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	248	0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	45	0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C	249	1
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C	250	2
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1	251	3
CC(C)(C)C(NC(=O)C(F)(F)F)C(=O)N1CC2C(C1C(=O)NC(C#N)CC1CCNC1=O)C2(C)C	252	4
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2	253	2
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1	254	1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	255	2
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C	256	3
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	257	4
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O	258	0
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	259	1
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O	260	2
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1	261	3
CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1	262	4
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1	263	0
CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1	264	1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	265	0
CC(C)(C)NCC(O)c1cc(O)cc(O)c1	266	3
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1	267	4
CC(C)(C)NCC(O)c1ccccc1Cl	268	0
CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O	269	1
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F	270	2
CC(C)(C)c1[nH]cnc1C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O	271	3
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1	272	4
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1	273	0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	274	1
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	45	0
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1	275	2
CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O	276	3
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO	277	4
CC(C)(CO)C(O)C(=O)NCCC(=O)O	16	2
CC(C)(CO)C(O)C(=O)NCCCC(=O)O	16	2
CC(C)(CO)C(O)C(=O)NCCCO	16	2
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1CC(O)CO	278	2
CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	279	1
CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O	280	2
CC(C)(N)Cc1ccc(Cl)cc1	281	3
CC(C)(N)Cc1ccccc1	282	4
CC(C)(NC(=O)C1=C(O)C2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C3(O)C1)c1nc(-c2ccccc2)no1	283	0
CC(C)(O)C(C)(O)c1ccc(Cl)cc1	284	1
CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1	285	2
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1	286	3
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	287	4
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	288	0
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1	289	1
CC(C)(Oc1ccccc1)C(=O)O	290	0
CC(C)(S)C(=O)NC(CS)C(=O)O	291	3
CC(C)(S)C(N)C(=O)O	292	4
CC(C)=CC(C)=NNc1nncc2ccccc12	293	0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C	46	4
CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO	294	1
CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)=CC(=O)O	295	2
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	296	3
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1	297	4
CC(C)C(=O)c1c(C(C)C)nn2ccccc12	298	0
CC(C)C(Br)C(=O)NC(N)=O	299	1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1	300	2
CC(C)C(N)C(=O)O	301	3
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O	302	4
CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O	303	1
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O	47	2
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	304	4
CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O	305	0
CC(C)CC(C(=O)NC(C(=O)OC1CCCC1)c1ccccc1)C(O)C(=O)NO	306	1
CC(C)CC(N)C(=O)O	307	2
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O	308	3
CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O	309	4
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	310	0
CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	311	1
CC(C)CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	1	1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	48	1
CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1	312	2
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1	313	3
CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1	314	4
CC(C)CO	315	3
CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O	316	1
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	317	2
CC(C)Cc1ccc(C(C)C(=O)O)cc1	318	3
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1	319	4
CC(C)N(C)c1ccc(C2CC3(C)C(CCC3(O)C#CC(C)(C)C)C3CCC4=CC(=O)CCC4C23)cc1	320	0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	321	1
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1	322	2
CC(C)N1CC(O)c2cc(N=NC(N)=O)c(O)cc21	49	0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1	323	3
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	324	4
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1	325	0
CC(C)NCC(C(=O)N1CCN(c2ncnc3c2C(C)CC3O)CC1)c1ccc(Cl)cc1	326	1
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	327	2
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	328	0
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12	329	4
CC(C)NCC(O)COc1cccc2[nH]ccc12	330	0
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2	331	1
CC(C)NCC(O)c1cc(O)cc(O)c1	332	2
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	333	3
CC(C)NCC(O)c1ccc(O)c(O)c1	334	4
CC(C)NNC(=O)c1ccncc1	335	0
CC(C)Nc1nc(Cl)nc(NC(C)C)n1	50	4
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O	336	1
CC(C)O	337	2
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1	338	3
CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1	339	4
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1	340	3
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1	341	1
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	342	2
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C	343	3
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N	344	4
CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F	345	0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	346	1
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1	347	2
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C	348	3
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	349	4
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O	350	0
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O	351	1
CC(C)c1cccc(C(C)C)c1O	352	2
CC(C)c1ccccc1OCC1=NCCN1	353	0
